,Unnamed: 0.1,Unnamed: 0,yelp_id,Name,image_url,business_status,url,display_phone,user_ratings_total,category,rating,photos,price_level,hours,Latitude,Longitude,hour_type,Address,google_id,business_hours,business_hours_text,Name + Address,second_best_match,second_best_score,hours_open,main_category
193,391,1520,,Bombay Grocers,,OPERATIONAL,,,412.0,grocery_or_supermarket,4.4,,,,42.2445538,-83.6996608,,"3010 Packard Street, Ann Arbor",ChIJbapcTMKoPIgRqWqdLIN7v-w,"[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20098:00\u202fPM']","Bombay Grocers3010 Packard Street, Ann Arbor","Vinology Restaurant & Event Space110 S Main St Ann Arbor, MI 48104",86,,grocery_or_supermarket
194,392,322,sWMvL9K3Y-PrlmSwHVZSzw,Bon Appétit Cuisine,https://s3-media3.fl.yelpcdn.com/bphoto/MfxJmBqIjtRvl20W1VDceg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/bon-app%C3%A9tit-cuisine-ypsilanti?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 221-5525,22.0,['african'],5.0,"['https://s3-media3.fl.yelpcdn.com/bphoto/MfxJmBqIjtRvl20W1VDceg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/6SdepiG1o7zaI8ESPyGIbQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/Vj1w7kQXC2KgqgXfoqiw-Q/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.24556,-83.61896,REGULAR,"421 W Cross St Ypsilanti, MI 48197",,,,"Bon Appétit Cuisine421 W Cross St Ypsilanti, MI 48197","University of Michigan Museum of Natural History1105 N University Ann Arbor, MI 48109",86,,african
195,393,100,ULLR4bZAPoXrGxCVruiTeQ,Bon Bon Bon Ann Arbor,https://s3-media2.fl.yelpcdn.com/bphoto/DIJDcdsUDYhI0qAN8otmMg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/bon-bon-bon-ann-arbor-ann-arbor?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(313) 316-1430,29.0,"['chocolate', 'desserts']",5.0,"['https://s3-media2.fl.yelpcdn.com/bphoto/DIJDcdsUDYhI0qAN8otmMg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/o0VYDN7ox1tEyAuYNK3sbQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Isq-kB39jbv6h6lLzFX66Q/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.2783757,-83.7417055,REGULAR,"5 Nickels Arcade Ste 5 Ann Arbor, MI 48104",,,,"Bon Bon Bon Ann Arbor5 Nickels Arcade Ste 5 Ann Arbor, MI 48104","Sava's216 S State St Ann Arbor, MI 48104",86,,chocolate
196,394,400,jqTOn4r7BGXH6UALBqa7nQ,Bone Heads Bar-B-Que,https://s3-media1.fl.yelpcdn.com/bphoto/h6uQdYi8xb3YdDPpcri1zg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/bone-heads-bar-b-que-willis?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 461-9250,183.0,"['bbq', 'coffee', 'sandwiches']",3.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/h6uQdYi8xb3YdDPpcri1zg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Dt1eky3y17-mxKSUehpNAA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/mF2wOEGJoziJboU9HVYaAA/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.15818,-83.55714,REGULAR,"10256 Willis Rd Willis, MI 48191",,,,"Bone Heads Bar-B-Que10256 Willis Rd Willis, MI 48191","University of Michigan Museum of Natural History1105 N University Ann Arbor, MI 48109",86,,bbq
197,395,747,Oxoejn3QRJ82n444NB-Ogw,Bone Heads BBQ Saline,https://s3-media1.fl.yelpcdn.com/bphoto/6K0S2C3UD7i4zvpMa09dsA/o.jpg,OPERATIONAL,https://www.yelp.com/biz/bone-heads-bbq-saline-saline?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 470-6175,17.0,['bbq'],3.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/6K0S2C3UD7i4zvpMa09dsA/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/h-bX0lV1mGTMjNauCF6d1g/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/Rl64sfwgGtvB1pv7hxgAHw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.176529,-83.7587564,REGULAR,"1333 East Michigan Ave Saline, MI 48176",,,,"Bone Heads BBQ Saline1333 East Michigan Ave Saline, MI 48176","Sava's216 S State St Ann Arbor, MI 48104",86,,bbq
198,396,950,,Boneless Wing World,,OPERATIONAL,,,,meal_delivery,,,,,42.2657816,-83.7356734,,"1200 Packard Street, Ann Arbor",ChIJP7EqdYivPIgRcZeXWmn-rns,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']","Boneless Wing World1200 Packard Street, Ann Arbor","Knight's Downtown Ann Arbor Steakhouse600 E Liberty St Ann Arbor, MI 48104",86,,meal_delivery
199,397,396,,Bongz and Thongz,,OPERATIONAL,,,232.0,cafe,4.5,,,,42.2797284,-83.747653,,"119 East Liberty Street, Ann Arbor",ChIJy7OGNzyuPIgRraJLQdx7nQg,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:00\u202fPM']","Bongz and Thongz119 East Liberty Street, Ann Arbor","University of Michigan Museum of Natural History1105 N University Ann Arbor, MI 48109",86,,cafe
200,398,858,,Bopjib,,OPERATIONAL,,,66.0,restaurant,4.1,,,,42.2742859,-83.7343811,,"621 Church Street, Ann Arbor",ChIJM7QaFvOvPIgRsp085aVQ4tg,"[{'close': {'day': 1, 'time': '2030'}, 'open': {'day': 1, 'time': '1130'}}, {'close': {'day': 2, 'time': '2030'}, 'open': {'day': 2, 'time': '1130'}}, {'close': {'day': 3, 'time': '2030'}, 'open': {'day': 3, 'time': '1130'}}, {'close': {'day': 4, 'time': '2030'}, 'open': {'day': 4, 'time': '1130'}}, {'close': {'day': 5, 'time': '2030'}, 'open': {'day': 5, 'time': '1130'}}, {'close': {'day': 6, 'time': '2030'}, 'open': {'day': 6, 'time': '1200'}}]","['Monday: 11:30\u202fAM\u2009–\u20098:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u20098:30\u202fPM', 'Saturday: 12:00\u2009–\u20098:30\u202fPM', 'Sunday: Closed']","Bopjib621 Church Street, Ann Arbor","Frita Batidos117 W Washington St Ann Arbor, MI 48104",86,,restaurant
201,399,644,6wH40gxqAr5v6tciWbF1qw,Borimex Mexican Restaurant,https://s3-media4.fl.yelpcdn.com/bphoto/edn3FcL5Q7I05WO0p7KNOg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/borimex-mexican-restaurant-ypsilanti?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 340-5762,9.0,['mexican'],4.5,"['https://s3-media4.fl.yelpcdn.com/bphoto/edn3FcL5Q7I05WO0p7KNOg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/81miiabPxJH9gS3GHySA_A/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/4Y7197OdOLithV2268nh8w/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1000', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.2070816006024,-83.6790005760822,REGULAR,"5561 Carpenter Rd Ypsilanti, MI 48197",,,,"Borimex Mexican Restaurant5561 Carpenter Rd Ypsilanti, MI 48197","Sava's216 S State St Ann Arbor, MI 48104",86,,mexican
202,401,155,,Bosworth Preschool and Readiness Center,,OPERATIONAL,,,1.0,school,1.0,,,,42.2912871,-83.7401121,,"603 Longshore Drive, Ann Arbor",ChIJbUd3Q22uPIgRMaUSXvXeuL8,"[{'close': {'day': 1, 'time': '1730'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1730'}, 'open': {'day': 5, 'time': '0730'}}]","['Monday: 7:30\u202fAM\u2009–\u20095:30\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20095:30\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:30\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:30\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20095:30\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","Bosworth Preschool and Readiness Center603 Longshore Drive, Ann Arbor","Sava's216 S State St Ann Arbor, MI 48104",86,,school
203,404,235,,Boychoir of Ann Arbor,,OPERATIONAL,,,,school,,,,,42.2932742,-83.7466686,,"1100 North Main Street #117, Ann Arbor",ChIJ15wjeg6uPIgRGwD4wCtcClU,"[{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","Boychoir of Ann Arbor1100 North Main Street #117, Ann Arbor","eat1906 Packard St Ann Arbor, MI 48104",86,,school
204,405,358,,BOYD Ann Arbor,,OPERATIONAL,,,,,,,,,42.2608813,-83.7368723,,"1000 East Stadium Boulevard #4, Ann Arbor",ChIJ_2TNkLSvPIgRDggsmTBdmRw,,,"BOYD Ann Arbor1000 East Stadium Boulevard #4, Ann Arbor","Eat407 N 5th Ave Ann Arbor, MI 48104",86,,
205,411,22,,Brandon Neonatal Intensive Care Unit at Mott Children's Hospital,,OPERATIONAL,,,7.0,hospital,4.6,,,,42.28204,-83.7274608,,"1540 East Hospital Drive, Ann Arbor",ChIJuyhXRuWtJIgRLnfKScNErK0,,,"Brandon Neonatal Intensive Care Unit at Mott Children's Hospital1540 East Hospital Drive, Ann Arbor","Genetics at Mott Children's Hospital1540 East Hospital Drive, Ann Arbor",88,,hospital
206,412,585,OTLUg4tVOSkRghMOLBwgKA,Breakfast House,https://s3-media4.fl.yelpcdn.com/bphoto/4Stgnix--usztmrho6L1-w/o.jpg,OPERATIONAL,https://www.yelp.com/biz/breakfast-house-ann-arbor?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 995-5095,3.0,['breakfast_brunch'],3.0,['https://s3-media4.fl.yelpcdn.com/bphoto/4Stgnix--usztmrho6L1-w/o.jpg'],,"[{'open': [{'is_overnight': True, 'start': '0745', 'end': '0400', 'day': 0}, {'is_overnight': True, 'start': '0745', 'end': '0400', 'day': 1}, {'is_overnight': True, 'start': '0745', 'end': '0400', 'day': 2}, {'is_overnight': True, 'start': '0745', 'end': '0400', 'day': 3}, {'is_overnight': True, 'start': '0745', 'end': '0400', 'day': 4}, {'is_overnight': True, 'start': '0745', 'end': '0400', 'day': 5}, {'is_overnight': True, 'start': '0745', 'end': '0400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",42.274277,-83.734958,REGULAR,"618 Church St Ann Arbor, MI 48104",,,,"Breakfast House618 Church St Ann Arbor, MI 48104","Pizza House618 Church St Ann Arbor, MI 48104",87,,breakfast_brunch
207,413,517,DmiD-iUcmBEEcHGemRpaUQ,Brecon Grille,https://s3-media3.fl.yelpcdn.com/bphoto/xowNzYod7EVFcJBKrqIFPg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/brecon-grille-saline?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 429-4868,74.0,['tradamerican'],3.5,"['https://s3-media3.fl.yelpcdn.com/bphoto/xowNzYod7EVFcJBKrqIFPg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/ImLkwLl4-n__2q-yX973XQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Bds5NJhtBJJj7OxdPGuZ9w/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1600', 'end': '2100', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.1664037096275,-83.7813916057348,REGULAR,"101 W Michigan Ave Saline, MI 48176",,,,"Brecon Grille101 W Michigan Ave Saline, MI 48176","Grizzly Peak Brewing Company120 W Washington St Ste 1 Ann Arbor, MI 48104",86,,tradamerican
208,416,438,wHjrrP3KfBa2m0S4MEuoHA,Brewed Awakenings Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/W6CI3b_94ahz6KNwh72Ssg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/brewed-awakenings-cafe-saline?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 316-2084,58.0,"['cafes', 'sandwiches', 'breakfast_brunch']",4.0,"['https://s3-media4.fl.yelpcdn.com/bphoto/W6CI3b_94ahz6KNwh72Ssg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/oDWejZkE-Veblm7XFDgDLg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/TPgt49_vJ92RZpVLCZrbeg/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 0}, {'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '0700', 'end': '1800', 'day': 5}, {'is_overnight': False, 'start': '0800', 'end': '1600', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.18456,-83.73796,REGULAR,"7025 E Michigan Ave Ste M Saline, MI 48176",,,,"Brewed Awakenings Cafe7025 E Michigan Ave Ste M Saline, MI 48176","Sava's216 S State St Ann Arbor, MI 48104",86,,cafes
209,418,223,,"Brian Roberts, Classical Guitar, Ann Arbor",,OPERATIONAL,,,2.0,school,5.0,,,,42.2777246,-83.7650219,,"1451 Bemidji Drive, Ann Arbor",ChIJwX3G2NixPIgRp4rsrmKVq-Q,,,"Brian Roberts, Classical Guitar, Ann Arbor1451 Bemidji Drive, Ann Arbor","Aventura216 E Washington St Ann Arbor, MI 48104",86,,school
210,419,11,,Briar Cove Terrace Apartments,,OPERATIONAL,,,,,,,,,42.2429917,-83.7563987,,"650 Waymarket Dr, Ann Arbor",ChIJcW5DBt6vPIgRJ_0JfjnpWLw,,,"Briar Cove Terrace Apartments650 Waymarket Dr, Ann Arbor","Eat407 N 5th Ave Ann Arbor, MI 48104",86,,
211,420,1148,,Briarwood Mall,,OPERATIONAL,,,5788.0,shopping_mall,4.2,,,,42.2403295,-83.7466228,,"100 Briarwood Circle, Ann Arbor",ChIJo-M9femvPIgRw9_v5idAzIs,"[{'close': {'day': 0, 'time': '1800'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 12:00\u2009–\u20096:00\u202fPM']","Briarwood Mall100 Briarwood Circle, Ann Arbor","Crepe Delicious Briarwood Mall100 Briarwood Circle, Ann Arbor",95,,shopping_mall
212,422,590,PkmwWqnEP3AyVIdc4LhG9g,Bridge Community Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/5tRjc2whgmuLXbZN2Ywm7Q/o.jpg,OPERATIONAL,https://www.yelp.com/biz/bridge-community-cafe-ypsilanti?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 896-3710,9.0,"['coffee', 'desserts', 'bagels']",5.0,"['https://s3-media2.fl.yelpcdn.com/bphoto/5tRjc2whgmuLXbZN2Ywm7Q/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/LVl5W13pV8tAgnyYJT39sw/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/VKtWED9a3lcHk0M43OnqmQ/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '0730', 'end': '1530', 'day': 0}, {'is_overnight': False, 'start': '0730', 'end': '1530', 'day': 1}, {'is_overnight': False, 'start': '0730', 'end': '1530', 'day': 2}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 3}, {'is_overnight': False, 'start': '0600', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '0730', 'end': '1530', 'day': 5}, {'is_overnight': False, 'start': '0730', 'end': '1530', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.2410057070326,-83.6153291088199,REGULAR,"217 W Michigan Ave Ypsilanti, MI 48197",,,,"Bridge Community Cafe217 W Michigan Ave Ypsilanti, MI 48197","eat1906 Packard St Ann Arbor, MI 48104",86,,coffee
213,423,368,0RtO9DJ6TtJcY-vA385Fnw,Bridgewater Bank Tavern,https://s3-media4.fl.yelpcdn.com/bphoto/qZwWp8sHEuyLzwqC6VgNlQ/o.jpg,OPERATIONAL,https://www.yelp.com/biz/bridgewater-bank-tavern-saline?adjust_creative=kl8jOau67NZclbVQDYPhNQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=kl8jOau67NZclbVQDYPhNQ,(734) 429-5875,30.0,"['burgers', 'newamerican', 'sandwiches']",4.5,"['https://s3-media4.fl.yelpcdn.com/bphoto/qZwWp8sHEuyLzwqC6VgNlQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/4cH3bARdHuoXWhjupO5iBA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/rZTHrlv6AnaoOuVzw9h0hw/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2300', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': False}]",42.16101,-83.90267,REGULAR,"8452 Boettner Rd Saline, MI 48176",,,,"Bridgewater Bank Tavern8452 Boettner Rd Saline, MI 48176","Eat407 N 5th Ave Ann Arbor, MI 48104",86,,burgers
214,424,46,,Bristol Ridge Townhomes by Norfolk Homes,,OPERATIONAL,,,,,,,,,42.3119973,-83.7338753,,"2711 Bristol Rdg Dr, Ann Arbor",ChIJI6lqHyatPIgRUY5fQbuSELs,,,"Bristol Ridge Townhomes by Norfolk Homes2711 Bristol Rdg Dr, Ann Arbor","Sava's216 S State St Ann Arbor, MI 48104",86,,
