yelp_id,Name,image_url,business_status,url,display_phone,user_ratings_total,category,rating,photos,price_level,hours,Latitude,Longitude,hour_type,Address,google_id,business_hours,business_hours_text,Name + Address,second_best_match,second_best_score,geometry,hours_open
,Crazy Grandmaz,,OPERATIONAL,,,59,bar,4.4,,,,19.7173939,-155.0842809,,"718 Kinoole Street, Hilo",ChIJAQZMm1BLUnkReWslfOzFpmY,"[{'close': {'day': 2, 'time': '0200'}, 'open': {'day': 1, 'time': '1430'}}, {'close': {'day': 3, 'time': '0200'}, 'open': {'day': 2, 'time': '1430'}}, {'close': {'day': 4, 'time': '0200'}, 'open': {'day': 3, 'time': '1430'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1430'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1430'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1430'}}]","['Monday: 2:30\u202fPM\u2009–\u20092:00\u202fAM', 'Tuesday: 2:30\u202fPM\u2009–\u20092:00\u202fAM', 'Wednesday: 2:30\u202fPM\u2009–\u20092:00\u202fAM', 'Thursday: 2:30\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 2:30\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 2:30\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: Closed']","Crazy Grandmaz718 Kinoole Street, Hilo","Hawaiian Style Cafe Hilo681 Manono St Ste 101 Hilo, HI 96720",86,POINT (-155.0842809 19.7173939),168
45VdMaN9PRfmskCGxu0Vhg,Cronies Bar & Grill,https://s3-media3.fl.yelpcdn.com/bphoto/SmvO62tKzY0khvvng2uKcw/o.jpg,OPERATIONAL,https://www.yelp.com/biz/cronies-bar-and-grill-hilo-2?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 935-5158,302,restaurant,3.5,"['https://s3-media3.fl.yelpcdn.com/bphoto/SmvO62tKzY0khvvng2uKcw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/t8giK-_iedTwDxq-W0D-4w/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/c4Xd-hUyfk0Oaz8OSbk6FQ/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",19.7266042,-155.0868397,REGULAR,"11 Waianuenue Ave Hilo, HI 96720",,,,"Cronies Bar & Grill11 Waianuenue Ave Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.0868397 19.7266042),
33Icp9ffqcflShheJSc-_g,"Cupcakes, BOOM!",https://s3-media3.fl.yelpcdn.com/bphoto/Mu2sx2dK6iobaul_-9Ly0w/o.jpg,OPERATIONAL,https://www.yelp.com/biz/cupcakes-boom-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 430-1653,74,restaurant,3.5,"['https://s3-media3.fl.yelpcdn.com/bphoto/Mu2sx2dK6iobaul_-9Ly0w/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/okJBiTZE4PRTl4eOvNbf-A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/mtz7UQ4ZH6VVllEAtWpGAw/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.71274191,-155.0699474,REGULAR,"697 Manono St Ste 106 Hilo, HI 96720",,,,"Cupcakes, BOOM!697 Manono St Ste 106 Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.06994744746 19.712741911747),
5MKALrpbuTyAEXZym5qn-Q,Da Hawaiian Brain Freeze Shave Ice & Ice Cream,https://s3-media3.fl.yelpcdn.com/bphoto/ylzUkIWsIQjEVCdgyT5PXg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/da-hawaiian-brain-freeze-shave-ice-and-ice-cream-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 961-5935,256,restaurant,4.5,"['https://s3-media3.fl.yelpcdn.com/bphoto/ylzUkIWsIQjEVCdgyT5PXg/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/QBQfhBRrOJIhm7olkIDC9A/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/qW0f5_N4Hp6z5usAP5Y2QA/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.71016,-155.076,REGULAR,"1263 Kilauea Ave Ste 290 Hilo, HI 96720",,,,"Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720","Two Ladies Kitchen274 Kilauea Ave Hilo, HI 96720",86,POINT (-155.076 19.71016),
,Da Ohana Corner Café,,OPERATIONAL,,,,cafe,,,,,19.7060952,-155.0697677,,"1175 Manono Street, Hilo",ChIJkXszJDRLUnkRnVSOGxoD4B8,,,"Da Ohana Corner Café1175 Manono Street, Hilo","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.0697677 19.7060952),
yuxAH1C9BGtXJgLhD6nzmg,Daiichi Ramen,https://s3-media3.fl.yelpcdn.com/bphoto/VXgaY4xbWhyPVnKr7IFQAQ/o.jpg,OPERATIONAL,https://www.yelp.com/biz/daiichi-ramen-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 959-9898,72,restaurant,3.5,"['https://s3-media3.fl.yelpcdn.com/bphoto/VXgaY4xbWhyPVnKr7IFQAQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/n1JIVg5BGup2O33YgEeMVA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/JMg3B4cP6eB-BSdxN-42_w/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.697288,-155.063254,,,,,,,Kaumana CemeteryHilo,68,POINT (-155.063254 19.697288),
2mLh_mxh0ZHncGmuB7eCRA,Dairy Queen/Orange Julius Treat Ctr,https://s3-media4.fl.yelpcdn.com/bphoto/hRlMM9bz9ggmbrxDjoK5Iw/o.jpg,OPERATIONAL,https://www.yelp.com/biz/dairy-queen-orange-julius-treat-ctr-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 959-1017,7,restaurant,2.5,"['https://s3-media4.fl.yelpcdn.com/bphoto/hRlMM9bz9ggmbrxDjoK5Iw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/ijLEnduhEeqyIjMVqlZSlg/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/um3LSbxg-PJ4w6_Agpa01Q/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1900', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '1800', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.697399,-155.063358,,,,,,,Kaumana CemeteryHilo,68,POINT (-155.063358 19.697399),
,Daniel K. Inouye College of Pharmacy,,OPERATIONAL,,,1,university,5,,,,19.6992338,-155.0903547,,"722 South Aohoku Place, Hilo",ChIJVTRUUTFLUnkR5lgnWA6b-Yk,,,"Daniel K. Inouye College of Pharmacy722 South Aohoku Place, Hilo","Paul's Place132 Punahoa St Hilo, HI 96720",86,POINT (-155.0903547 19.6992338),
,DeJa Brew,,OPERATIONAL,,,1,cafe,4,,,,19.700905,-155.0807044,,"200 West Kawili Street, Hilo",ChIJBfyULnFLUnkRPXiT6mPN6KY,,,"DeJa Brew200 West Kawili Street, Hilo","Hawaiian Style Cafe Hilo681 Manono St Ste 101 Hilo, HI 96720",86,POINT (-155.0807044 19.700905),
,Del Rio's Cafe & Catering,,OPERATIONAL,,,,cafe,,,,,19.6911769,-155.0704925,,"61 Maikai Street, Hilo",ChIJeV3BtpJLUnkR5Y70ijZv__4,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0900'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0900'}}]","['Monday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:00\u202fPM']","Del Rio's Cafe & Catering61 Maikai Street, Hilo","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.0704925 19.6911769),91
,Department of Education,,OPERATIONAL,,,,school,,,,,19.7230912,-155.0929732,,"480 Waianuenue Avenue, Hilo",ChIJq49ilVRLUnkR7VvwOhQz9jE,,,"Department of Education480 Waianuenue Avenue, Hilo","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.0929732 19.7230912),
,DING TEA HILO,,OPERATIONAL,,,135,cafe,4.6,,1.0,,19.7240483,-155.0866546,,"239 Keawe Street, Hilo",ChIJB3K29q1LUnkRdtIlJb07iVk,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']","DING TEA HILO239 Keawe Street, Hilo","Hawaiian Style Cafe Hilo681 Manono St Ste 101 Hilo, HI 96720",86,POINT (-155.0866546 19.7240483),42
,Diversified AG Products Inc,,CLOSED_TEMPORARILY,,,,food,,,,,19.6775606,-155.1028337,,"1233 Puhau Street, Hilo",ChIJ4zOHsy61U3kRHy4RuvoUC7A,,,"Diversified AG Products Inc1233 Puhau Street, Hilo","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.1028337 19.6775606),
,DKICP Pharmacy School,,OPERATIONAL,,,,school,,,,,19.6980704,-155.0893028,,"North Aohoku Place, Hilo",ChIJN9yQmzZLUnkRYxnWCAcOBkk,,,"DKICP Pharmacy SchoolNorth Aohoku Place, Hilo","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.0893028 19.6980704),
,Domino's Pizza,,OPERATIONAL,,,77,meal_delivery,3.8,,1.0,,19.7014294,-155.0631734,,"315 Makaala Street ste 109 ste 109, Hilo",ChIJIzrpIkNLUnkR8kG4n6Y923w,"[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 6, 'time': '0100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 0, 'time': '0100'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u20091:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200912:00\u202fAM']","Domino's Pizza315 Makaala Street ste 109 ste 109, Hilo","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.0631734 19.7014294),100
tVKylpaR8asWGXWPPhO71A,Domino’s Pizza,https://s3-media4.fl.yelpcdn.com/bphoto/qPBWq2_odGcvfptJjhpy7g/o.jpg,OPERATIONAL,https://www.yelp.com/biz/domino-s-pizza-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 825-4030,17,restaurant,2.5,"['https://s3-media4.fl.yelpcdn.com/bphoto/qPBWq2_odGcvfptJjhpy7g/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/GwnNmY-w0blWRktKGZbqRQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/ogMq0aMwg0avSKq_gjWXJQ/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '1000', 'end': '0100', 'day': 4}, {'is_overnight': True, 'start': '1000', 'end': '0100', 'day': 5}, {'is_overnight': False, 'start': '1000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.701358,-155.063457,REGULAR,"417 Kalanikoa St Hilo, HI 96720",,,,"Domino’s Pizza417 Kalanikoa St Hilo, HI 96720","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.063457 19.701358),
7g70rskPnbsr9ZqKoWHYIA,Don's Grill,https://s3-media3.fl.yelpcdn.com/bphoto/eVyv6AX5dZj6bnP1IkIL0A/o.jpg,OPERATIONAL,https://www.yelp.com/biz/dons-grill-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 935-9099,175,restaurant,4,"['https://s3-media3.fl.yelpcdn.com/bphoto/eVyv6AX5dZj6bnP1IkIL0A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/ggRM8VCiok5DnJmydrGH6A/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/wtN40h-JYheAsokD3Zdw7g/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 1}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 2}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 3}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 4}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 5}, {'is_overnight': False, 'start': '1030', 'end': '2000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.71534,-155.06825,REGULAR,"485 Hinano St Hilo, HI 96720",,,,"Don's Grill485 Hinano St Hilo, HI 96720","Hawaiian Style Cafe Hilo681 Manono St Ste 101 Hilo, HI 96720",86,POINT (-155.06825 19.71534),
RGXRgtakimPAU4bTEFTVkQ,Dragon Kitchen Sushi,https://s3-media1.fl.yelpcdn.com/bphoto/ZXsJfdgZwcG3HJeS0fmmVQ/o.jpg,OPERATIONAL,https://www.yelp.com/biz/dragon-kitchen-sushi-hilo?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 386-9153,223,restaurant,4.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/ZXsJfdgZwcG3HJeS0fmmVQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/d0QpsTj7P3feQ_XJ-AqSnA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/nczyfuvbI453S881cuJY3g/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '1500', 'day': 5}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.7235775,-155.0850525,,,,,,,Kaumana CemeteryHilo,68,POINT (-155.085052490234 19.7235774993896),
_TurvdX1s0A0Nlbslr62Bg,Duck Fat Food Truck,https://s3-media1.fl.yelpcdn.com/bphoto/bsz2b0oFTiH5IXcZbk60Dw/o.jpg,OPERATIONAL,https://www.yelp.com/biz/duck-fat-food-truck-hilo-2?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 640-0905,11,restaurant,5,"['https://s3-media1.fl.yelpcdn.com/bphoto/bsz2b0oFTiH5IXcZbk60Dw/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/McszPaFx8i6eBUhLDbc8MA/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/1Twu6PefFpTRFRVMVD5Uqw/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '1000', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '1000', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '1000', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1000', 'end': '1400', 'day': 3}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.67305281,-155.2227874,,,,,,,Kaumana CemeteryHilo,68,POINT (-155.222787411106 19.6730528093543),
gluH88CGuMJ3efSKGPuJYw,E Komo Mai Diner Bar & Grill,https://s3-media1.fl.yelpcdn.com/bphoto/zrcGYn9tluKuiuFbB1k2-Q/o.jpg,OPERATIONAL,https://www.yelp.com/biz/e-komo-mai-diner-bar-and-grill-hilo-2?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(808) 935-4477,12,restaurant,3,"['https://s3-media1.fl.yelpcdn.com/bphoto/zrcGYn9tluKuiuFbB1k2-Q/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/l4FOcaEeThrjjFiPDSPE8g/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/ilihVialFgk9k51f4ws4Ng/o.jpg']",,"[{'open': [{'is_overnight': False, 'start': '0630', 'end': '1400', 'day': 0}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '0630', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '0630', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '0630', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '0630', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '0630', 'end': '1400', 'day': 5}, {'is_overnight': False, 'start': '1700', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '0630', 'end': '1400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",19.72215,-155.06709,REGULAR,"1273 Kamehameha Ave Hilo, HI 96720",,,,"E Komo Mai Diner Bar & Grill1273 Kamehameha Ave Hilo, HI 96720","Paul's Place132 Punahoa St Hilo, HI 96720",86,POINT (-155.06709 19.72215),
,"E Komo Mai Diner, Bar & Grill.",,OPERATIONAL,,,99,bar,4.4,,,,19.7222366,-155.0670928,,"1550 Kamehameha Avenue, Hilo",ChIJQ9G5hZNLUnkRn_iXhNjEJyM,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1700'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fPM, 5:00\u2009–\u20099:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20092:00\u202fPM']","E Komo Mai Diner, Bar & Grill.1550 Kamehameha Avenue, Hilo","Cafe 100969 Kilauea Ave Hilo, HI 96720",86,POINT (-155.0670928 19.7222366),14
,E'Makaala School,,OPERATIONAL,,,2,primary_school,5,,,,19.7037609,-155.0813035,,"440 West Lanikaula Street, Hilo",ChIJZb3NvEdLUnkR-fE3MwoH29Y,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '0730'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '0730'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '0730'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '0730'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '0730'}}]","['Monday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 7:30\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']","E'Makaala School440 West Lanikaula Street, Hilo","Da Hawaiian Brain Freeze Shave Ice & Ice Cream1263 Kilauea Ave Ste 290 Hilo, HI 96720",86,POINT (-155.0813035 19.7037609),47.5
