Name,Address,Longitude,Latitude,geometry
Chiquita Bay Vacation Rental,"22803 Chiquita Street, Galveston",-95.0605735,29.1379743,POINT (-95.0605735 29.1379743)
Christian Women’s Job Corps,"1310 Martin Luther King Blvd & 29th Street, Galveston",-94.8008396,29.3037885,POINT (-94.8008396 29.3037885)
Christina Sullivan Foundation,"4116 Avenue, Avenue North 1/2 Suite 106, Galveston",-94.8134822,29.2885095,POINT (-94.8134822 29.2885095)
CHRISTUS Our Daily Bread,"2420 Winnie Street, Galveston",-94.794786,29.302559,POINT (-94.794786 29.302559)
Chunky Funky Monkey Blinds and Design,"6502 Stewart Road, Galveston",-94.8352048,29.2739987,POINT (-94.8352048 29.2739987)
Church For The Unchurched,"2915 Avenue M 1/2, Galveston",-94.7981866,29.294285,POINT (-94.7981866 29.294285)
Citgo,"8224 Harborside Drive, Galveston",-94.8634276,29.2868547,POINT (-94.8634276 29.2868547)
City of Galveston - 30th St Pumping Station,"3002 Church Street, Galveston",-94.8020436,29.3017565,POINT (-94.8020436 29.3017565)
Clarion Pointe,"2300 Seawall Boulevard, Galveston",-94.7890809,29.2899644,POINT (-94.7890809 29.2899644)
Classic Auto Group Galveston Service & Parts,"8020 Broadway Street, Galveston",-94.8609308,29.2862472,POINT (-94.8609308 29.2862472)
Classic Ford Galveston,"7700 Broadway Street, Galveston",-94.8579418,29.2871097,POINT (-94.8579418 29.2871097)
Classic Honda Galveston,"8102 Broadway Street, Galveston",-94.861929,29.286308,POINT (-94.861929 29.286308)
Coastal Cottages,"1102 8th Street, Galveston",-94.7742453,29.3034311,POINT (-94.7742453 29.3034311)
Coastal Decks & Cargo Lifts,"24039 Termini-San Luis Pass Road, Galveston",-95.0713036,29.1203975,POINT (-95.0713036 29.1203975)
Coastal Health & Wellness - Galveston,"4700 Broadway Avenue J, Galveston",-94.8198145,29.2941247,POINT (-94.8198145 29.2941247)
Coastal Sunrise-Coastal Waves Vacations,"25047 Sausalito Drive, Galveston",-95.0853182,29.1137211,POINT (-95.0853182 29.1137211)
Coastal Vibes Texas,"4020 Oleander Drive, Galveston",-94.9457256,29.201364,POINT (-94.9457256 29.201364)
Colonial Square Apartments,"402 Postoffice St, Galveston",-94.772291,29.3103784,POINT (-94.772291 29.3103784)
Comfort Inn & Suites Beachfront,"6302 Seawall Boulevard, Galveston",-94.828926,29.266316,POINT (-94.828926 29.266316)
Comfort Suites,"3606 89th Street, Galveston",-94.853223,29.2533079,POINT (-94.853223 29.2533079)
Commodore on the beach,"37th Street, Galveston",-94.8026424,29.2805956,POINT (-94.8026424 29.2805956)
Condo Di Cocco,"6426-0000-0001, 1628 Seawall Boulevard #000, Galveston",-94.7824886,29.2948719,POINT (-94.7824886 29.2948719)
Construction Services and Designs,"3216 Avenue L, Galveston",-94.8025087,29.2955671,POINT (-94.8025087 29.2955671)
Contract Parking,"339 5th Street, Galveston",-94.7738605,29.3111501,POINT (-94.7738605 29.3111501)
cool beachouse,"Seawall Blvd, Galveston",-94.8030941,29.2800444,POINT (-94.8030941 29.2800444)
Coonfield Kimberly MD,"301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
Coppersmith Inn B & B,"1914 Avenue M, Galveston",-94.7870645,29.2986478,POINT (-94.7870645 29.2986478)
Coral Cottage,"4018 1st Street, Galveston",-95.0670321,29.1273832,POINT (-95.0670321 29.1273832)
Coral Reef Beachside Rental,"4123 Las Palmas Street, Galveston",-94.9441911,29.2013886,POINT (-94.9441911 29.2013886)
coronado palms Coastal Cottage,"3530 Avenue S, Galveston",-94.8024597,29.2832625,POINT (-94.8024597 29.2832625)
Cottage de Galvez,"2802 Bernardo De Galvez Avenue, Galveston",-94.795334,29.2907562,POINT (-94.795334 29.2907562)
"Country Inn & Suites by Radisson, Galveston Beach, TX","2818 Avenue R 1/2, Galveston",-94.7944754,29.2863422,POINT (-94.7944754 29.2863422)
County Commissioners,"600 59th Street, Galveston",-94.8335879,29.2927427,POINT (-94.8335879 29.2927427)
"Courtney M. Townsend, Jr., MD","301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
Courtyard by Marriott Galveston Island,"9550 Seawall Boulevard, Galveston",-94.860223,29.24777,POINT (-94.860223 29.24777)
Cozy Beach Bungalow,"1427 16th Street, Galveston",-94.7826909,29.2978076,POINT (-94.7826909 29.2978076)
"Cozy Condo, Galveston Seawall, Gulf View","6300 Seawall Boulevard, Galveston",-94.8296392,29.2655873,POINT (-94.8296392 29.2655873)
Creative Digital Photography,"6428 Stewart Road, Galveston",-94.8349855,29.2740973,POINT (-94.8349855 29.2740973)
Crescent Electric Co,"4113 Avenue S, Galveston",-94.8085992,29.2811206,POINT (-94.8085992 29.2811206)
Cricket Wireless Authorized Retailer,"2621 Broadway Avenue J, Galveston",-94.7962878,29.2987177,POINT (-94.7962878 29.2987177)
Crow's Nest,"9420 Seawall Boulevard, Galveston",-94.8583892,29.2485825,POINT (-94.8583892 29.2485825)
Cruise Park,"2815 Harborside Drive, Galveston",-94.8009659,29.3060306,POINT (-94.8009659 29.3060306)
Cruise Parking Express Lot,"106 28th Street, Galveston",-94.8010348,29.3072849,POINT (-94.8010348 29.3072849)
Cruises From Galveston,"2727 Broadway Avenue J, Galveston",-94.7975378,29.298273,POINT (-94.7975378 29.298273)
"Crystal A. Talavera, WHCNP","301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
Crystal Beach HVAC,"2110 26th Street, Galveston",-94.791911,29.2891785,POINT (-94.791911 29.2891785)
Custom App Developers,"1823 40th Street, Galveston",-94.8090967,29.2872247,POINT (-94.8090967 29.2872247)
CVS Pharmacy,"6128 Broadway Street, Galveston",-94.8404063,29.2910348,POINT (-94.8404063 29.2910348)
DARKE gallery,"801 East Beach Drive BC 0612, Galveston",-94.7546711,29.3158378,POINT (-94.7546711 29.3158378)
Dat View Tho,"21822 Termini-San Luis Pass Road, Galveston",-95.044971,29.1385793,POINT (-95.044971 29.1385793)
David Glenn Hunt Memorial Library,"4015 Avenue Q, Galveston",-94.807822,29.284711,POINT (-94.807822 29.284711)
DAVID MULLICAN ARCHITECT INC,"1622 Market Street, Galveston",-94.786615,29.3074343,POINT (-94.786615 29.3074343)
DaVita Island Dialysis,"5920 Broadway Avenue J, Galveston",-94.8352539,29.2897406,POINT (-94.8352539 29.2897406)
Days Inn & Suites by Wyndham Galveston West/Seawall,"8712 Seawall Boulevard, Galveston",-94.8522661,29.2544416,POINT (-94.8522661 29.2544416)
Daystar Auto Sales,"4327 Broadway Avenue J, Galveston",-94.8157269,29.2934448,POINT (-94.8157269 29.2934448)
Deep South Woodworking,"5313 Perry Avenue, Galveston",-94.8249289,29.2851896,POINT (-94.8249289 29.2851896)
Dellanera RV Park,"10901 Termini-San Luis Pass Road, Galveston",-94.8733291,29.2408905,POINT (-94.8733291 29.2408905)
Delta Apartments,"3003 Broadway Avenue J, Galveston",-94.8002926,29.2974855,POINT (-94.8002926 29.2974855)
Dept of Homeland Security,"601 25th Street, Galveston",-94.7959433,29.3024269,POINT (-94.7959433 29.3024269)
Design A Case,"301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
Diamond Beach Galveston,"Sea Isle (Mailing, 21502 Termini-San Luis Pass Road #6240, Galveston",-95.0397949,29.1408004,POINT (-95.0397949 29.1408004)
Diamond Beach Vacation Rentals,"10327 Termini San Luis Pass Rd Galveston, TX 77554",-94.86803,29.24307,POINT (-94.86803 29.24307)
Diana’s Bartique,"2425 The Strand Suite 100, Galveston",-94.796433,29.3065105,POINT (-94.796433 29.3065105)
Direct Shutter Inc.,"4820 Pine Street, Galveston, TX",-94.8388148,29.2616688,POINT (-94.8388148 29.2616688)
Discount Cruise Parking,"433 33rd Street, Galveston",-94.8054081,29.3019206,POINT (-94.8054081 29.3019206)
Discover Galveston Texas,"2228 Mechanic Street #204, Galveston",-94.7938892,29.306502,POINT (-94.7938892 29.306502)
Discovery Bayhouse,"21820 Deaf Smith Drive, Galveston",-95.0503054,29.145512,POINT (-95.0503054 29.145512)
Docs Quarters at the Seawall,"7000 Seawall Boulevard #534, Galveston",-94.8351132,29.2620681,POINT (-94.8351132 29.2620681)
Doguet Lisa M MD,"301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
DolEx Dollar Express,"3614 Broadway Avenue J, Galveston",-94.8076683,29.2963373,POINT (-94.8076683 29.2963373)
Dolphin Manor,"Dolphin Avenue, Galveston",-94.7710278,29.3176359,POINT (-94.7710278 29.3176359)
Domum de Vencé,"1701 Market Street, Galveston",-94.7870719,29.3069433,POINT (-94.7870719 29.3069433)
Dos Vacas Muertas Bird Sanctuary,"Seabird Drive, Galveston",-95.0406795,29.1458973,POINT (-95.0406795 29.1458973)
DoubleTree by Hilton Hotel Galveston Beach,"1702 Seawall Boulevard, Galveston",-94.783245,29.2945607,POINT (-94.783245 29.2945607)
Doug's place,"2221 29th St, Galveston",-94.7954253,29.2873817,POINT (-94.7954253 29.2873817)
Downtowner Inn,Galveston,-94.7977277,29.3013582,POINT (-94.7977277 29.3013582)
"Dr. Aaron Mohanty, MD","301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
"Dr. Abbey B. Berenson, MD","400 Avenue East, Galveston",-94.8217855,29.2972865,POINT (-94.8217855 29.2972865)
Dr. David Raimer,"1501 Broadway Avenue J, Galveston",-94.7829683,29.3020762,POINT (-94.7829683 29.3020762)
"Dr. Hans M. Vonmarensdorff, MD","400 Harborside Drive, Galveston",-94.7747075,29.3148866,POINT (-94.7747075 29.3148866)
"Dr. Kenneth S. Gluski, DDS - Family Dentistry and Orthodontics","1025 25th Street, Galveston",-94.7943151,29.2985885,POINT (-94.7943151 29.2985885)
Dr. Sonia Magruder - Board Certified Galveston Orthodontist,"3310 Avenue O, Galveston",-94.801904,29.2909595,POINT (-94.801904 29.2909595)
Earth Creations Landscaping,"8425 Broadway Street, Galveston",-94.8647559,29.28493,POINT (-94.8647559 29.28493)
East Beach,"1837 East Beach Street, Galveston",-94.7476048,29.3212194,POINT (-94.7476048 29.3212194)
East Beach (R.A. Apffel),"1923 Boddeker Road, Galveston",-94.7333911,29.328292,POINT (-94.7333911 29.328292)
East End Historical District Association,"1501 Postoffice Street, Galveston",-94.7849881,29.3079931,POINT (-94.7849881 29.3079931)
East End Lagoon Nature Preserve,"Boddeker Road, Galveston",-94.745349,29.3336509,POINT (-94.745349 29.3336509)
Easterwood Architects Studio,"123 Rosenberg Street, Galveston",-94.7970765,29.3065514,POINT (-94.7970765 29.3065514)
Eat Sleep Beach Luxury Redefined,"9520 Seawall Boulevard APT 352, Galveston",-94.85971,29.24872,POINT (-94.85971 29.24872)
Ebbtide Apartments,"100 Market St, Galveston",-94.7692165,29.3121201,POINT (-94.7692165 29.3121201)
Ed Brooks Air Conditioning & Heating,"5523 Avenue O, Galveston",-94.8272203,29.2838123,POINT (-94.8272203 29.2838123)
El Mina Shrine Center,"1616 23rd Street, Galveston",-94.7896769,29.2943503,POINT (-94.7896769 29.2943503)
Emerald by the Sea Condominium,"500 Seawall Blvd, Galveston",-94.772551,29.3068899,POINT (-94.772551 29.3068899)
Emergencias hospital,"Texas 275, Galveston",-94.7748816,29.3139227,POINT (-94.7748816 29.3139227)
Emilys On The Island,"2410 Church Street, Galveston",-94.7948445,29.3035058,POINT (-94.7948445 29.3035058)
Emmanuel Presbyterian Church,"5602 Avenue P 1/2, Galveston",-94.8270898,29.2815953,POINT (-94.8270898 29.2815953)
Endless Summer,"22515 Bay Point Drive, Galveston",-95.0571529,29.1380966,POINT (-95.0571529 29.1380966)
Endoscopic Foot Specialists,"1617 23rd Street, Galveston",-94.7901826,29.2943324,POINT (-94.7901826 29.2943324)
"Enjet, LLC","3801 Gti Boulevard, Galveston",-94.8154572,29.3170036,POINT (-94.8154572 29.3170036)
Enterprise Rent-A-Car,"5919 Broadway Avenue J, Galveston",-94.8350507,29.2881934,POINT (-94.8350507 29.2881934)
Envy Dance Club,"2413 The Strand Suite A, Galveston",-94.7960169,29.3064553,POINT (-94.7960169 29.3064553)
EPE Technology Services,"5610 Lafitte Avenue, Galveston",-94.8278221,29.2827926,POINT (-94.8278221 29.2827926)
EPG Maintenance Services - Chimney and Fireplace,"1415 Avenue L, Galveston",-94.7815557,29.3006871,POINT (-94.7815557 29.3006871)
Era Helicopters LLC,"13803 Stewart Road, Galveston",-94.9385935,29.2110659,POINT (-94.9385935 29.2110659)
Evco Partners LP,"2727 Broadway Avenue J, Galveston",-94.7975177,29.2983415,POINT (-94.7975177 29.2983415)
Exclesior Condominiums,"402 Postoffice St, Galveston",-94.7720299,29.3102951,POINT (-94.7720299 29.3102951)
Expert House Lifting & Foundation Repair,"3827 Las Palmas Street, Galveston",-94.9477338,29.2045837,POINT (-94.9477338 29.2045837)
Expo Hall,"7 Hope Boulevard, Galveston",-94.8488822,29.2736278,POINT (-94.8488822 29.2736278)
Express Washateria,"3007 Broadway Avenue J, Galveston",-94.8003479,29.2974708,POINT (-94.8003479 29.2974708)
Exxon,"202 Harborside Drive, Galveston",-94.770812,29.3145229,POINT (-94.770812 29.3145229)
EZ Cruise Parking,"2727 Santa Fe Place, Galveston",-94.7982536,29.3055923,POINT (-94.7982536 29.3055923)
Ez parking harborside,"2002 Harborside Drive, Galveston",-94.7917266,29.3088172,POINT (-94.7917266 29.3088172)
EZ SMOKE & NOVELTIES,"3001 Broadway Avenue J, Galveston",-94.8002738,29.2975181,POINT (-94.8002738 29.2975181)
EZPAWN,"2501 Broadway Avenue J, Galveston",-94.7945807,29.2989384,POINT (-94.7945807 29.2989384)
"Falstaff Cruise Parking, Drive In & Cruise Out","3402 Church Street, Galveston",-94.8059458,29.3004531,POINT (-94.8059458 29.3004531)
Family & Cosmetic Dentistry,"1515 23rd Street, Galveston",-94.7905165,29.2948952,POINT (-94.7905165 29.2948952)
Family & Implant Dentistry: Carroll Kim DDS,"1801 Broadway Avenue J, Galveston",-94.7863267,29.3012448,POINT (-94.7863267 29.3012448)
Family Dollar,"2102 45th Street, Galveston",-94.8134739,29.2836563,POINT (-94.8134739 29.2836563)
Family Tides,"4127 King Rail Circle, Galveston",-95.0894585,29.109644,POINT (-95.0894585 29.109644)
Fantastic Sams Cut & Color,"6203 Central City Boulevard, Galveston",-94.8291693,29.2685775,POINT (-94.8291693 29.2685775)
FeatherFest Headquarters,"2602 Santa Fe Place, Galveston",-94.7979669,29.3062478,POINT (-94.7979669 29.3062478)
Ferry Road Food Mart,"502 Ferry Road, Galveston",-94.7693454,29.3190383,POINT (-94.7693454 29.3190383)
First Assembly of God,"4628 Avenue Q, Galveston",-94.8160098,29.2835066,POINT (-94.8160098 29.2835066)
Fishing Pier,"3702 Concho Key, Galveston",-95.0459298,29.1493026,POINT (-95.0459298 29.1493026)
Fleur de Lis Galveston Cottage LLC,"1314 24th Street Rear, Galveston",-94.7918041,29.2967162,POINT (-94.7918041 29.2967162)
Flip Flop Inn,"3312 Avenue P 1/2, Galveston",-94.801064,29.2883611,POINT (-94.801064 29.2883611)
Flying Sea - Galveston Island Home for rent,"3614 Port Trinidad Road, Galveston",-95.0709209,29.1333671,POINT (-95.0709209 29.1333671)
Footy Rooty Galveston,"2417 Market Street, Galveston",-94.7955589,29.304727,POINT (-94.7955589 29.304727)
Formidable Results,"1815 Ursuline Street, Galveston",-94.7852446,29.2967458,POINT (-94.7852446 29.2967458)
Fort Crockett Park,"4550 Seawall Boulevard, Galveston",-94.8113962,29.2755269,POINT (-94.8113962 29.2755269)
Fort San Jacinto Historic Point,"Seawall Boulevard, Galveston",-94.7524258,29.3352008,POINT (-94.7524258 29.3352008)
Four Seasons On The Gulf,"4000 Seawall Boulevard, Galveston",-94.8059365,29.2786186,POINT (-94.8059365 29.2786186)
Frank's Paint & Body Shop,"7817 Bayside Avenue, Galveston",-94.8604812,29.2897529,POINT (-94.8604812 29.2897529)
Freeway Insurance,"3402 Broadway Avenue J, Galveston",-94.8048976,29.2969914,POINT (-94.8048976 29.2969914)
Frenzy Guide Service,"6415 Sea Isle, Galveston",-95.043545,29.1430125,POINT (-95.043545 29.1430125)
Freymiller Galveston Dropyard,"5700 Harborside Drive, Galveston",-94.8340632,29.2980668,POINT (-94.8340632 29.2980668)
From the HeART Gallery,"2111 Postoffice Street, Galveston",-94.7915907,29.3047615,POINT (-94.7915907 29.3047615)
Frost Bank,"2201 Market Street, Galveston",-94.7926689,29.305425,POINT (-94.7926689 29.305425)
Fuel IN-N-OUT,"11128 Termini-San Luis Pass Road, Galveston",-94.8761788,29.2416203,POINT (-94.8761788 29.2416203)
Fujise Kenichi MD,"301 University Boulevard, Galveston",-94.7758738,29.3107498,POINT (-94.7758738 29.3107498)
G.Lee Gallery,"2217 The Strand, Galveston",-94.7941638,29.3070697,POINT (-94.7941638 29.3070697)
Gaff-Toppers Outdoor Club,"3602 8 Mile Road, Galveston",-94.8846124,29.2388794,POINT (-94.8846124 29.2388794)
Gaido inn - lobby and registration,"3802 Avenue T, Galveston",-94.8041162,29.2804756,POINT (-94.8041162 29.2804756)
Gaido's Seaside Inn,"3700 Seawall Boulevard, Galveston",-94.8036651,29.280281,POINT (-94.8036651 29.280281)
Gal-Tex Hotel Corp,"2302 Postoffice St, Galveston",-94.7938677,29.3047077,POINT (-94.7938677 29.3047077)
"Galati Yacht Sales. - Galveston, TX","7819 Broadway Street #100, Galveston",-94.8577089,29.28451,POINT (-94.8577089 29.28451)
Gallery Évasion,"217 23rd Street, Galveston",-94.7944228,29.3065075,POINT (-94.7944228 29.3065075)
Galv Park,"1902 Harborside Drive, Galveston",-94.7901916,29.3095157,POINT (-94.7901916 29.3095157)
Galv Park Holiday & Seawall Lot,"706 Holiday Drive, Galveston",-94.7701528,29.3086699,POINT (-94.7701528 29.3086699)
Galveston,"6702 Seawall Boulevard, Galveston",-94.8329544,29.2651551,POINT (-94.8329544 29.2651551)
Galveston 7th Day Adventice,"1628 Avenue M, Galveston",-94.7840719,29.299426,POINT (-94.7840719 29.299426)
Galveston Alternative School,Galveston,-94.8135296,29.2896816,POINT (-94.8135296 29.2896816)
Galveston Area Ambulance Authority,"2602 Avenue Q, Galveston",-94.7924631,29.2896039,POINT (-94.7924631 29.2896039)
Galveston Artillery Club,"3102 Avenue O, Galveston",-94.7997115,29.2917957,POINT (-94.7997115 29.2917957)
Galveston Artist Residency,"2521 Mechanic Street, Galveston",-94.7971497,29.3053064,POINT (-94.7971497 29.3053064)
Galveston Arts Center,"2127 The Strand, Galveston",-94.7930412,29.307351,POINT (-94.7930412 29.307351)
Galveston Bait & Tackle,"9301 Broadway Street, Galveston",-94.8739094,29.2885942,POINT (-94.8739094 29.2885942)
Galveston Bay Fishing Trips,"9301 Broadway Street, Galveston",-94.8739094,29.2885942,POINT (-94.8739094 29.2885942)
Galveston Bay Properties,"1717 23rd Street, Galveston",-94.7898327,29.2931833,POINT (-94.7898327 29.2931833)
Galveston Beach Condo,"4161 Pointe West Drive, Galveston",-95.0980245,29.1023941,POINT (-95.0980245 29.1023941)
Galveston Beach Condos,"9520 Seawall Boulevard, Galveston",-94.8597841,29.2487872,POINT (-94.8597841 29.2487872)
Galveston Beach Hotel,"8710 Seawall Boulevard, Galveston",-94.8514034,29.2532144,POINT (-94.8514034 29.2532144)
Galveston Beach House Rental- Beachfront Bliss,"23409A Termini-San Luis Pass Road, Galveston",-95.0682921,29.1223602,POINT (-95.0682921 29.1223602)
Galveston Beach House Rentals,"330 61st Street #215, Galveston",-94.8319447,29.2779663,POINT (-94.8319447 29.2779663)
GALVESTON BEACH RENTALS,"1102 39th Street, Galveston",-94.8097885,29.2941877,POINT (-94.8097885 29.2941877)
Galveston Brain Changers,"3607 Broadway Avenue J, Galveston",-94.8072467,29.2958106,POINT (-94.8072467 29.2958106)
Galveston Children's Center,"4415 Avenue M, Galveston",-94.8152713,29.2907546,POINT (-94.8152713 29.2907546)
Galveston Children's Museum,"2618 Broadway Avenue J, Galveston",-94.7962228,29.2993997,POINT (-94.7962228 29.2993997)
Galveston club houses,"3218 road less traveled, Galveston",-94.9039424,29.2469914,POINT (-94.9039424 29.2469914)
Galveston Community Pool At Lasker Park,"2016 43rd Street, Galveston",-94.8116119,29.2850636,POINT (-94.8116119 29.2850636)
Galveston Community Services,"722 21st Street, Galveston",-94.7894685,29.303383,POINT (-94.7894685 29.303383)
Galveston Construction Company,"Port Trinidad Road, Galveston",-95.0673295,29.1308973,POINT (-95.0673295 29.1308973)
Galveston Convertible Rentals,"2121 Market Street # 211, Galveston",-94.7921841,29.3055877,POINT (-94.7921841 29.3055877)
Galveston Country Club,"14228 Stewart Road, Galveston",-94.948826,29.2094704,POINT (-94.948826 29.2094704)
Galveston County Apartment Association,"Building E, 6511 Stewart Road, Suite 5, Galveston",-94.8147491,29.3171027,POINT (-94.8147491 29.3171027)
Galveston County Auditor,"722 21st Street # 4, Galveston",-94.7894685,29.303383,POINT (-94.7894685 29.303383)
Galveston County Daily News,"8522 Teichman Road, Galveston",-94.8659834,29.2848362,POINT (-94.8659834 29.2848362)
Galveston County Health-Clinic,"4700 Broadway Avenue J # C100, Galveston",-94.8199879,29.2938674,POINT (-94.8199879 29.2938674)
Galveston County Historical Museum,"722 Moody Avenue, Galveston",-94.7890341,29.3035162,POINT (-94.7890341 29.3035162)
Galveston County Immunization Services,"4700 Broadway Avenue J, Galveston",-94.8200313,29.2941621,POINT (-94.8200313 29.2941621)
Galveston County Jail,"5700 Ball Street, Galveston",-94.831404,29.2929677,POINT (-94.831404 29.2929677)
Galveston County Justice Administration,"600 59th Street, Galveston",-94.8333933,29.2921892,POINT (-94.8333933 29.2921892)
Galveston Cruise Parking - Lighthouse Cruise Parking,"325 29th Street, Galveston",-94.8013475,29.3039505,POINT (-94.8013475 29.3039505)
Galveston Destinations Resort,"2002 27th Street, Galveston",-94.7932901,29.2898241,POINT (-94.7932901 29.2898241)
Galveston Duck Tours,"2415 Seawall Boulevard, Galveston",-94.790092,29.2884233,POINT (-94.790092 29.2884233)
Galveston East End Guest House,"1714 Avenue H, Galveston",-94.7864465,29.3038085,POINT (-94.7864465 29.3038085)
Galveston Emergency Med Services,"2602 Avenue Q, Galveston",-94.7924631,29.2896039,POINT (-94.7924631 29.2896039)
Galveston Eye-Land Vision Clinic,"6511 Stewart Road #9a, Galveston",-94.8354813,29.2729301,POINT (-94.8354813 29.2729301)
Galveston Fiberglass Pool Repair,"4095 Pirates Alley, Galveston",-94.9369491,29.2049178,POINT (-94.9369491 29.2049178)
Galveston Fishing Company Condo,"2509 Market Street, Galveston",-94.7965504,29.3044425,POINT (-94.7965504 29.3044425)
Galveston Fishing Pier,"9001 Seawall Boulevard, Galveston",-94.8531889,29.2505778,POINT (-94.8531889 29.2505778)
Galveston Flooring Carpet One,"4222 Broadway Avenue J, Galveston",-94.8146685,29.294506,POINT (-94.8146685 29.294506)
Galveston Flower Company,"1513 19th Street, Galveston",-94.7858458,29.2963194,POINT (-94.7858458 29.2963194)
Galveston Garden Club,"3427 Avenue O, Galveston",-94.8034128,29.2901764,POINT (-94.8034128 29.2901764)
Galveston Ghost Hunt,"1522 Seawall Boulevard, Galveston",-94.7813576,29.2957868,POINT (-94.7813576 29.2957868)
Galveston Golf Cart Rentals,"23500 Termini-San Luis Pass Road, Galveston",-95.0702378,29.1224266,POINT (-95.0702378 29.1224266)
Galveston Helicopters,"2115 Terminal Drive, Galveston",-94.8553451,29.2681865,POINT (-94.8553451 29.2681865)
Galveston Historic Seaport - Home of the 1877 Tall Ship ELISSA,"Pier 22 Suite, 8, Galveston",-94.7933003,29.3090547,POINT (-94.7933003 29.3090547)
Galveston Historical Fndnt,"1402 Broadway Avenue J, Galveston",-94.782186,29.3031006,POINT (-94.782186 29.3031006)
Galveston Holistic Wellness,"3622 85th Street Suite 101, Galveston",-94.8493775,29.2553335,POINT (-94.8493775 29.2553335)
Galveston Home Buyers,"1810 19th Street #1, Galveston",-94.784756,29.293992,POINT (-94.784756 29.293992)
Galveston Hotel & Lodging Association,"2024 Seawall Boulevard, Galveston",-94.7860722,29.2927253,POINT (-94.7860722 29.2927253)
Galveston Inn & Suites Hotel,"7220 Broadway Street, Galveston",-94.8522717,29.2890611,POINT (-94.8522717 29.2890611)
Galveston ISD Softball Field,"3103 83rd Street, Galveston",-94.8500776,29.2589155,POINT (-94.8500776 29.2589155)
Galveston Island Brewing,"8423 Stewart Road, Galveston",-94.8491631,29.2556348,POINT (-94.8491631 29.2556348)
Galveston Island Brewing Parking Lot,"3515 85th Street, Galveston",-94.8500964,29.2557574,POINT (-94.8500964 29.2557574)
"Galveston Island Cigar Lounge, LLC","1813 61st Street, Galveston",-94.8340441,29.2804928,POINT (-94.8340441 29.2804928)
Galveston Island Convention Center at The San Luis Resort,"5600 Seawall Boulevard, Galveston",-94.8221817,29.2696037,POINT (-94.8221817 29.2696037)
Galveston Island Historic Pleasure Pier,"2501 Seawall Boulevard, Galveston",-94.7902046,29.2875292,POINT (-94.7902046 29.2875292)
Galveston Island Home Inspections,"4168 Pirates Drive, Galveston",-94.9362658,29.2046086,POINT (-94.9362658 29.2046086)
Galveston Island Horse and Pony Rides,"1929 Boddeker Road, Galveston",-94.7344875,29.3336225,POINT (-94.7344875 29.3336225)
Galveston Island KOA Holiday,"23700 Termini-San Luis Pass Road, Galveston",-95.0734496,29.1220283,POINT (-95.0734496 29.1220283)
Galveston Island State Park,"14901 Fm 3005 Galveston, TX 77554",-94.9545979499817,29.1940825995389,POINT (-94.9545979499817 29.1940825995389)
Galveston Island Tours LLC,"502 20th Street, Galveston",-94.7896601,29.3052893,POINT (-94.7896601 29.3052893)
Galveston Luxury Vacation Rentals/ Call of The Sea,"24519 Termini-San Luis Pass Road, Galveston",-95.078434,29.115363,POINT (-95.078434 29.115363)
Galveston Luxury Vacation Rentals/ Heaven on Bay,"26122 Bay Breeze Drive, Galveston",-95.1013903,29.1091723,POINT (-95.1013903 29.1091723)
Galveston Luxury Vacation Rentals/ SeaGlass,"7 Grand Beach Blvd, Galveston",-94.7623331,29.3098134,POINT (-94.7623331 29.3098134)
Galveston Maids,"12431 East Ventura Drive, Galveston",-94.9084876,29.2197353,POINT (-94.9084876 29.2197353)
Galveston Marina & Boat Storage,"14302 Stewart Road, Galveston",-94.9492543,29.20742,POINT (-94.9492543 29.20742)
Galveston Massage,"2115 61st Street #107, Galveston",-94.8325366,29.2772877,POINT (-94.8325366 29.2772877)
Galveston Naval Museum,"100 Seawolf Park Boulevard, Galveston",-94.7794048,29.3344846,POINT (-94.7794048 29.3344846)
Galveston Park N Cruise,"2514 New Strand Street, Galveston",-94.797454,29.3070454,POINT (-94.797454 29.3070454)
Galveston Parks & Recreation,"2222 28th Street, Galveston",-94.7935725,29.2872666,POINT (-94.7935725 29.2872666)
Galveston Party Boats,"1700 Harborside Drive, Galveston",-94.789556,29.3107189,POINT (-94.789556 29.3107189)
Galveston Physical Medicine,"2724 61st Street, Galveston",-94.8289143,29.2727925,POINT (-94.8289143 29.2727925)
Galveston Police Department,"601 54th Street, Galveston",-94.8296365,29.2936683,POINT (-94.8296365 29.2936683)
Galveston Railroad Msm the Center,"2602 Santa Fe Place, Galveston",-94.7985082,29.3061047,POINT (-94.7985082 29.3061047)
Galveston Railroad Museum,"2602 Santa Fe Place, Galveston",-94.7985082,29.3061047,POINT (-94.7985082 29.3061047)
Galveston Real Estate Natalie Clarke,"3433 Cove View Boulevard, Galveston",-94.8696735,29.2458381,POINT (-94.8696735 29.2458381)
Galveston Rooming House,"515 20th Street, Galveston",-94.7901405,29.3048912,POINT (-94.7901405 29.3048912)
