,Unnamed: 0.1,index,Unnamed: 0,yelp_id,Name,image_url,business_status,url,display_phone,user_ratings_total,category,rating,photos,price_level,hours,Latitude,Longitude,hour_type,Address,google_id,business_hours_x,business_hours_text_x,business_hours_y,business_hours_text_y,business_hours,business_hours_text,Name + Address,second_best_match,second_best_score,geometry,hours_open
750,750,750,864,,Galveston Island,,CLOSED_TEMPORARILY,,,,tourist_attraction,,,,,29.3013582,-94.7977277,,Galveston,ChIJk0u__7SfP4YRK4H2_Qmmbic,,,,,,,Galveston IslandGalveston,"Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.7977277 29.3013582),
751,751,751,865,,Knights inn,,OPERATIONAL,,,1.0,lodging,1.0,,,,29.3013582,-94.7977277,,"711 27th Street, Galveston",ChIJRdB2X26eP4YRw1bj6qWa2M4,,,,,,,"Knights inn711 27th Street, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.7977277 29.3013582),
752,752,752,866,,Galveston Fishing Company Condo,,OPERATIONAL,,,,lodging,,,,,29.3044425,-94.7965504,,"2509 Market Street, Galveston",ChIJ9VkM6Y6fP4YRM-Vw1ACJfQ0,,,,,,,"Galveston Fishing Company Condo2509 Market Street, Galveston","Pho Tai3728 Broadway Galveston, TX 77550",86,POINT (-94.7965504 29.3044425),
753,753,753,867,,M. W. Shaw Building,,CLOSED_TEMPORARILY,,,,lodging,,,,,29.3046948,-94.7958531,,"2427 Market Street, Galveston",ChIJD4qqBw6fP4YRKKwdJgZeuks,,,,,,,"M. W. Shaw Building2427 Market Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7958531 29.3046948),
754,754,754,868,,JC Dodd Lofts,,OPERATIONAL,,,2.0,lodging,5.0,,,,29.3046948,-94.7958531,,"2427 Market Street, Galveston",ChIJX48nZGSfP4YR6RdSpjS3Zlg,,,,,,,"JC Dodd Lofts2427 Market Street, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.7958531 29.3046948),
755,755,755,869,,Model Laundry,,OPERATIONAL,,,,lodging,,,,,29.3033076,-94.796004,,"513-523 25th Street, Galveston",ChIJe6XDWBSfP4YRViQUZjXBaic,,,,,,,"Model Laundry513-523 25th Street, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.796004 29.3033076),
756,756,756,870,,Hotel San Luis resort,,OPERATIONAL,,,,lodging,,,,,29.3013582,-94.7977277,,Galveston,ChIJyefpE86fP4YRDAaxgA_f8-E,,,,,,,Hotel San Luis resortGalveston,"Mario's Pizza13708 Termini-san Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7977277 29.3013582),
757,757,757,871,,Red Roof Inn,,OPERATIONAL,,,3.0,lodging,3.3,,,,29.3013582,-94.7977277,,Galveston,ChIJXZlK0GqfP4YRQZ92yZXKqFU,,,,,,,Red Roof InnGalveston,"Red Carpet Inn928 Ferry Road, Galveston",86,POINT (-94.7977277 29.3013582),
758,758,758,872,,Downtowner Inn,,OPERATIONAL,,,,lodging,,,,,29.3013582,-94.7977277,,Galveston,ChIJ_Qz18m-fP4YRtZlDqViyzHc,,,,,,,Downtowner InnGalveston,Red Roof InnGalveston,73,POINT (-94.7977277 29.3013582),
759,759,759,873,,Beachfront,,OPERATIONAL,,,1.0,lodging,5.0,,,,29.3013582,-94.7977277,,"711 27th Street, Galveston",ChIJRdB2X26eP4YRMX8u-CSfCnQ,,,,,,,"Beachfront711 27th Street, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.7977277 29.3013582),
760,760,760,874,,HIE hotel &Suites,,OPERATIONAL,,,,lodging,,,,,29.3013582,-94.7977277,,"8638 Seawall Boulevard, Galveston",ChIJRdB2X26eP4YRWkAHh58PNR0,,,,,,,"HIE hotel &Suites8638 Seawall Boulevard, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7977277 29.3013582),
761,761,761,875,,Little Winnie,,OPERATIONAL,,,,lodging,,,,,29.3018379,-94.7960207,,"2517 Winnie Rear Street, Galveston",ChIJD2uSvm6eP4YRdgU8zI54Www,,,,,,,"Little Winnie2517 Winnie Rear Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7960207 29.3018379),
762,762,762,876,,Emilys On The Island,,OPERATIONAL,,,20.0,lodging,5.0,,,,29.3035058,-94.7948445,,"2410 Church Street, Galveston",ChIJAQA0-WueP4YR_x_tKzaDdds,,,,,,,"Emilys On The Island2410 Church Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7948445 29.3035058),
763,763,763,877,,Applique,,OPERATIONAL,,,,lodging,,,,,29.3062164,-94.7948095,,"The Tremont House, Galveston",ChIJEaXxAaifP4YRJRc1EWtwCDw,,,,,,,"AppliqueThe Tremont House, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.7948095 29.3062164),
764,764,764,878,,"The Tremont House, Galveston, a Tribute Portfolio Hotel",,OPERATIONAL,,,8.0,lodging,4.9,,,,29.3062164,-94.7948095,,"2300 Ship Mechanic Row Street, Galveston",ChIJl_CY9xyfP4YRE3excZqajuc,,,,,,,"The Tremont House, Galveston, a Tribute Portfolio Hotel2300 Ship Mechanic Row Street, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.7948095 29.3062164),
765,765,765,879,,Sugar's Inn,,OPERATIONAL,,,3.0,lodging,5.0,,,,29.3031183,-94.7944535,,"upstairs, 2401 Church Street, Galveston",ChIJFfrHXKefP4YRYkxdc1l46BM,,,,,,,"Sugar's Innupstairs, 2401 Church Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7944535 29.3031183),
766,766,766,880,,Donut Palace,,OPERATIONAL,,,496.0,bakery,4.6,,1.0,,29.3002844,-94.7903171,,"2117 Broadway Avenue J, Galveston",ChIJE8JI02meP4YRe9U07QX5-CA,"[{'close': {'day': 0, 'time': '1200'}, 'open': {'day': 0, 'time': '0400'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0400'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0400'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0400'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0400'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0400'}}, {'close': {'day': 6, 'time': '1200'}, 'open': {'day': 6, 'time': '0400'}}]","['Monday: 4:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 4:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 4:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 4:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 4:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 4:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: 4:00\u202fAM\u2009–\u200912:00\u202fPM']","[{'close': {'day': 0, 'time': '1200'}, 'open': {'day': 0, 'time': '0400'}}, {'close': {'day': 1, 'time': '1600'}, 'open': {'day': 1, 'time': '0400'}}, {'close': {'day': 2, 'time': '1600'}, 'open': {'day': 2, 'time': '0400'}}, {'close': {'day': 3, 'time': '1600'}, 'open': {'day': 3, 'time': '0400'}}, {'close': {'day': 4, 'time': '1600'}, 'open': {'day': 4, 'time': '0400'}}, {'close': {'day': 5, 'time': '1600'}, 'open': {'day': 5, 'time': '0400'}}, {'close': {'day': 6, 'time': '1200'}, 'open': {'day': 6, 'time': '0400'}}]","['Monday: 4:00\u202fAM\u2009–\u20094:00\u202fPM', 'Tuesday: 4:00\u202fAM\u2009–\u20094:00\u202fPM', 'Wednesday: 4:00\u202fAM\u2009–\u20094:00\u202fPM', 'Thursday: 4:00\u202fAM\u2009–\u20094:00\u202fPM', 'Friday: 4:00\u202fAM\u2009–\u20094:00\u202fPM', 'Saturday: 4:00\u202fAM\u2009–\u200912:00\u202fPM', 'Sunday: 4:00\u202fAM\u2009–\u200912:00\u202fPM']",,,"Donut Palace2117 Broadway Avenue J, Galveston","Landry's Prime Seafood & Steaks5310 Seawall Blvd Galveston, TX 77551",86,POINT (-94.7903171 29.3002844),
767,767,767,881,,Galveston Bagel Company,,OPERATIONAL,,,140.0,bakery,4.7,,,,29.2989118,-94.7913851,,"1110 23rd Street, Galveston",ChIJKdNpjh6fP4YREThnWs7_qic,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: Closed', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20092:00\u202fPM']","[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: Closed', 'Tuesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20092:00\u202fPM']",,,"Galveston Bagel Company1110 23rd Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7913851 29.2989118),
770,770,770,884,,Lolo Kai Smoothies and Wraps,,OPERATIONAL,,,338.0,restaurant,4.8,,1.0,,29.3039878,-94.7931018,,"528 23rd Street, Galveston",ChIJEQncJEieP4YRGna0wFRCxTQ,"[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1700'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1700'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1700'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1700'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1700'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1700'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20095:00\u202fPM', 'Sunday: Closed']",,,"Lolo Kai Smoothies and Wraps528 23rd Street, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7931018 29.3039878),
771,771,771,885,,Pho 20,,OPERATIONAL,,,762.0,restaurant,4.3,,2.0,,29.3003601,-94.7898124,,"2101 Broadway Avenue J, Galveston",ChIJkXTCPHieP4YRY77PysZALAs,"[{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']",,,"Pho 202101 Broadway Avenue J, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.7898124 29.3003601),
772,772,772,886,,Sonny's Place,,OPERATIONAL,,,506.0,restaurant,4.5,,1.0,,29.2992722,-94.7865791,,"1206 19th Street, Galveston",ChIJ40DPGUOeP4YRJJw3dpbaOnc,"[{'close': {'day': 2, 'time': '1330'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1330'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1330'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1330'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '1330'}, 'open': {'day': 6, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1700'}}]","['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u2009–\u20099:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u2009–\u20099:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u2009–\u20099:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 2, 'time': '1330'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 2, 'time': '2130'}, 'open': {'day': 2, 'time': '1700'}}, {'close': {'day': 3, 'time': '1330'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 3, 'time': '2130'}, 'open': {'day': 3, 'time': '1700'}}, {'close': {'day': 4, 'time': '1330'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 4, 'time': '2130'}, 'open': {'day': 4, 'time': '1700'}}, {'close': {'day': 5, 'time': '1330'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 5, 'time': '2300'}, 'open': {'day': 5, 'time': '1700'}}, {'close': {'day': 6, 'time': '1330'}, 'open': {'day': 6, 'time': '1100'}}, {'close': {'day': 6, 'time': '2300'}, 'open': {'day': 6, 'time': '1700'}}]","['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u2009–\u20099:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u2009–\u20099:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u2009–\u20099:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u2009–\u200911:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20091:30\u202fPM, 5:00\u2009–\u200911:00\u202fPM', 'Sunday: Closed']",,,"Sonny's Place1206 19th Street, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.7865791 29.2992722),
773,773,773,887,,Star Drug Store,,OPERATIONAL,,,1247.0,restaurant,4.5,,1.0,,29.304249,-94.7931581,,"510 23rd Street, Galveston",ChIJqSa4yGueP4YRsgDqB_CTVx8,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0830'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0830'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0830'}}]","['Monday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20092:00\u202fPM']","[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0830'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0830'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0830'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0830'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0830'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0830'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0830'}}]","['Monday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 8:30\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 8:30\u202fAM\u2009–\u20092:00\u202fPM']",,,"Star Drug Store510 23rd Street, Galveston","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.7931581 29.304249),
774,774,774,888,,La Estacion Restaurant,,OPERATIONAL,,,442.0,restaurant,4.3,,1.0,,29.3015187,-94.794797,,"2428 Avenue H, Galveston",ChIJOT5wNmmeP4YRzSJ6cfja6oI,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20092:00\u202fPM']","[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u20092:00\u202fPM']",,,"La Estacion Restaurant2428 Avenue H, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.794797 29.3015187),
775,775,775,889,,MAC-IES,,OPERATIONAL,,,73.0,restaurant,5.0,,,,29.2989118,-94.7913851,,"1110 23rd Street, Galveston",ChIJneqOL2-fP4YR2vlCja5TtA4,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20092:00\u202fPM']","[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2000'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20098:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20092:00\u202fPM']",,,"MAC-IES1110 23rd Street, Galveston","Seahorse Grill3802 Cove View Blvd Ste C Galveston, TX 77554",86,POINT (-94.7913851 29.2989118),
