,Name,Address,Coordinates,Lat,Long,euc_diff
659,Haili Elderly Apartments,"227 Haili St, Hilo",POINT (-155.089448 19.7220714),19.7220714,-155.089448,0.07166819460930993
660,Pikake Apartments,"222 Wainaku St, Hilo",POINT (-155.0919246 19.7307595),19.7307595,-155.0919246,0.07553700643269011
661,East Hawaii Property Management,"726 Waianuenue Ave, Hilo",POINT (-155.0999498 19.7187807),19.7187807,-155.0999498,0.08187022844921499
662,Hilo Terrace Association,"485 Waianuenue Ave, Hilo",POINT (-155.0932107 19.7223152),19.7223152,-155.0932107,0.07543533124541073
663,Bayshore Towers,"84 Pukihae St # 202, Hilo",POINT (-155.0885318 19.7316764),19.7316764,-155.0885318,0.0724439046730294
664,Day-Lum Properties,"2 Kamehameha Ave, Hilo",POINT (-155.087508 19.727485),19.727485,-155.087508,0.07054845586236747
665,Hale Maile,"963 Kilauea Ave, Hilo",POINT (-155.077518 19.7144175),19.7144175,-155.077518,0.059315960954996826
666,Mohouli Heights Senior Neighborhood,"555 Kupuna Pl, Hilo",POINT (-155.0954943 19.704076),19.704076,-155.0954943,0.0779657185036886
667,University Palms,"University Palms, 1377 Kapiolani St, Hilo",POINT (-155.0788342 19.7040156),19.7040156,-155.0788342,0.061498465934303755
668,Ginoza Realty Inc,"1158 Kinoole St, Hilo",POINT (-155.0801459 19.7107285),19.7107285,-155.0801459,0.062046756601212144
669,Big Island Housing Foundation,"688 Kinoole St #102, Hilo",POINT (-155.084462 19.7177797),19.7177797,-155.084462,0.06635103613298801
670,Office of Housing & Community Development,"50 Wailuku Dr, Hilo",POINT (-155.0880068 19.7272173),19.7272173,-155.0880068,0.07098934131273836
671,Melissa Kalauli Realty LLC,"688 Kinoole St ste 118-a, Hilo",POINT (-155.0846721 19.7176105),19.7176105,-155.0846721,0.06655222309390367
672,Polynesia Capri,"24 Pukihae St, Hilo",POINT (-155.0883625 19.7301138),19.7301138,-155.0883625,0.07191994514602287
673,Mc Cully Works Inc,"40 Kamehameha Ave, Hilo",POINT (-155.0871451 19.7271184),19.7271184,-155.0871451,0.07012405412152273
674,MaunaLoa Shores,"Wailuku Building, 2 Kamehameha Ave, Hilo",POINT (-155.0875226 19.7274783),19.7274783,-155.0875226,0.07056154735446858
675,Scotty Scott,"is Pink House is behind the house pictured, 726 Waianuenue Ave, Hilo",POINT (-155.0999498 19.7187807),19.7187807,-155.0999498,0.08187022844921499
676,Corcoran Pacific Properties,"64 Keawe St STE 203, Hilo",POINT (-155.0881542 19.7260546),19.7260546,-155.0881542,0.07093240457241717
677,Waiakea Lagoon View Apartments,"A-33, 50 Maile St, Hilo",POINT (-155.0745246 19.713506),19.713506,-155.0745246,0.05632807774256415
678,Bayview Banyan Corporation,"161 Banyan Dr, Hilo",POINT (-155.0635625 19.7281075),19.7281075,-155.0635625,0.04741460914848522
679,400 Hualani Street Building 1,"400 Hualani St Building 1, Hilo",POINT (-155.0734513 19.7134516),19.7134516,-155.0734513,0.05525569781785129
680,Waiakea Villas AOAO,"400 Hualani St, Hilo",POINT (-155.0733123 19.7125109),19.7125109,-155.0733123,0.055139256421864416
681,Hilo Lagoon Center Association,"101 Aupuni St # 224, Hilo",POINT (-155.0765801 19.7175685),19.7175685,-155.0765801,0.05846924902243632
682,Orchid Manor Condo Association,"355 Kalanianaole St # 200, Hilo",POINT (-155.0592803 19.7259596),19.7259596,-155.0592803,0.04270020218176094
683,Leabert Paulos,"400 Hualani St, Hilo",POINT (-155.0737356 19.7133008),19.7133008,-155.0737356,0.055542478716385464
684,Mauna Loa Shores,"1875 Kalanianaole St, Hilo",POINT (-155.0272234 19.733178),19.733178,-155.0272234,0.020920694514295513
685,Hale Kahakai Association,"2405 Kalanianaole St # 305, Hilo",POINT (-155.0120552 19.7359041),19.7359041,-155.0120552,0.022459370233839503
686,Tohbi Hale,"80 Olona St, Hilo",POINT (-155.0761922 19.7043187),19.7043187,-155.0761922,0.058843162803367884
687,Hale Haumana,"1452 Kinoole St, Hilo",POINT (-155.0755543 19.7035101),19.7035101,-155.0755543,0.0583587209601102
688,Adult Student Housing,"430 W Kawili St, Hilo",POINT (-155.0824732 19.6955087),19.6955087,-155.0824732,0.06696242735213444
689,Kawili Regency Condominiums,"20 E Kawili St, Hilo",POINT (-155.0722694 19.7036972),19.7036972,-155.0722694,0.05509750721278838
690,Hale Kawika,"24 Ainako Ave, Hilo",POINT (-155.1102289 19.7093471),19.7093471,-155.1102289,0.09216005873365887
691,Hele-On Mo'oheau Bus Terminal,"329 Kamehameha Avenue, Hilo",POINT (-155.0846213 19.7240487),19.7240487,-155.0846213,0.06713043959252538
692,Hilo Waianuenue Avenue @ Hilo High School,United States,POINT (-155.095889 19.721083),19.721083,-155.095889,0.07798220681705763
693,Ponahawai Street @ Kapiolani and Kinoole St,United States,POINT (-155.0883482 19.7190469),19.7190469,-155.0883482,0.07030632651070498
694,Ponahawai Street @ (across) Ka Waena Lapa'au Medical Center,United States,POINT (-155.0962677 19.7135914),19.7135914,-155.0962677,0.0780687857693278
695,Hilo Library,United States,POINT (-155.090722 19.724278),19.724278,-155.090722,0.07320275506454271
696,Central Fire Station,United States,POINT (-155.0863425 19.7205063),19.7205063,-155.0863425,0.06842219626831296
697,Hilo Post Office,United States,POINT (-155.088833 19.725472),19.725472,-155.088833,0.07150859611158199
698,Kekaulike Street near Shipman St,United States,POINT (-155.08875 19.726167),19.726167,-155.08875,0.07153859385920312
699,Wainaku Street @ Ohai Street Wainaku Store,United States,POINT (-155.091007 19.727555),19.727555,-155.091007,0.0740012191592957
700,Wainaku Clem Akina Park,United States,POINT (-155.091645 19.728949),19.728949,-155.091645,0.07488910646455701
701,Wailoa St @ farside of Ululani St (Office on Aging),United States,POINT (-155.083306 19.71316699999999),19.71316699999999,-155.083306,0.06511374693894993
702,Bayfront Park and Ride (Kamehameha Ave @ Pauahi St),United States,POINT (-155.081944 19.722861),19.722861,-155.081944,0.06431387783765499
703,Mokupane Point @ Puueo Street and Kanoa Street,United States,POINT (-155.089833 19.730417),19.730417,-155.089833,0.07342113114154468
704,Mohouli Street @ Kumukoa Street,United States,POINT (-155.089361 19.706833),19.706833,-155.089361,0.07154978724630197
705,Mohouli Street @ Kapiolani Street,United States,POINT (-155.083583 19.710139),19.710139,-155.083583,0.06551326878277618
706,Kalanianaole Ave @ Pond's Restaurant before Banyan Way,United States,POINT (-155.061466 19.724),19.724,-155.061466,0.044337413822611124
707,Hilo Civic Auditorium,United States,POINT (-155.0698968 19.7181006),19.7181006,-155.0698968,0.05183400351118477
708,Kalanianaole Ave @ Kumau St - Oceanfront Kitchen,United States,POINT (-155.056141 19.7267),19.7267,-155.056141,0.03991315002263541
709,Kalanianaole Ave @ Silva St/Keaukaha Market,United States,POINT (-155.054089 19.727472),19.727472,-155.054089,0.03822704885749363
710,Hilo Lagoon,United States,POINT (-155.077722 19.718139),19.718139,-155.077722,0.0596433801498356
711,Aupuni Street @ Pauahi Street (Aupuni Center County Building),United States,POINT (-155.078861 19.719167),19.719167,-155.078861,0.06085360628481686
712,Ito,"2450 Kekuanaoa Street, Hilo",POINT (-155.0396159 19.7137378),19.7137378,-155.0396159,0.021421187992736287
713,Public Parking,Hilo,POINT (-155.0396376 19.7137826),19.7137826,-155.0396376,0.021441747866805232
714,Cell Phone Lot,Hilo,POINT (-155.0431559 19.714832),19.714832,-155.0431559,0.024959370739120263
715,Kalanianaole Ave @ Seaside Resturant,United States,POINT (-155.028359 19.73302),19.73302,-155.028359,0.021295876268109803
716,Kalanianaole Ave @ Carlsmith Beach Park,United States,POINT (-155.027377 19.73288),19.73288,-155.027377,0.020719779413704478
717,Kalanianaole Ave @ Onekahakaha Road - Onekahakaha Beach Park,United States,POINT (-155.039096 19.734919),19.734919,-155.039096,0.029353053760674763
718,Hilo Airport Road @ Hilo International Airport,United States,POINT (-155.039948 19.71452799999999),19.71452799999999,-155.039948,0.021747020431166563
719,Kalanianaole Ave @ Pua Ave - UHH Pacific Aquaculture Center,United States,POINT (-155.047191 19.730881),19.730881,-155.047191,0.03339471634628684
720,End of Kalanianaole Ave @ King's Landing/Richardson's Beach Park,United States,POINT (-155.0129149 19.73484599999999),19.73484599999999,-155.0129149,0.021213183349968644
721,Kings Landing,United States,POINT (-155.011641 19.73531),19.73531,-155.011641,0.022008468557211835
722,Hilo Mokuea St @ Akahana St / Hilo Post Office,United States,POINT (-155.0501431 19.7156836),19.7156836,-155.0501431,0.03197080310875934
723,Hilo Mokuea St @ Across Hilo Post Office,United States,POINT (-155.0503384 19.715585),19.715585,-155.0503384,0.03216183849434578
724,Hale ‘Ikena,"521 West Lanikaula Street, Hilo",POINT (-155.0823823 19.700655),19.700655,-155.0823823,0.06561508964019101
725,UH Hilo Lanikaula Street Parking Lot,Hilo,POINT (-155.0844683 19.7025639),19.7025639,-155.0844683,0.06729778786533168
726,Parking Lot Green Zone,Hilo,POINT (-155.0818956 19.70186),19.70186,-155.0818956,0.06489734948769788
727,Zone 2,Hilo,POINT (-155.079601 19.7003315),19.7003315,-155.079601,0.06296825841827
728,Kamana Street @ Ka Nani O Hilo Senior Center,United States,POINT (-155.079611 19.70874999999999),19.70874999999999,-155.079611,0.061659343486449095
729,Kilauea Avenue @ Across Kohala Street (Across from Hilo Shopping Center),United States,POINT (-155.0763008 19.7098397),19.7098397,-155.0763008,0.058269783848121856
730,Hilo Shopping Center,United States,POINT (-155.0761856 19.7099218),19.7099218,-155.0761856,0.05814868042829797
731,Inside Kupuna Place Heights Housing @ Phase 1,United States,POINT (-155.094583 19.703861),19.703861,-155.094583,0.07709120953263802
732,Hilo Brewing,United States,POINT (-155.0690037 19.7059083),19.7059083,-155.0690037,0.051490352615930664
733,Prince Kuhio Plaza - P-2,"325 Makaala Street, Hilo",POINT (-155.0622851 19.6986224),19.6986224,-155.0622851,0.046788516417209956
734,Prince Kuhio Plaza - P-3,"11-27 Ohuohu St, Hilo",POINT (-155.0608152 19.69739),19.69739,-155.0608152,0.04584645479449215
735,Prince Kuhio Plaza - P-7,"1639-1717 Mamalahoa Hwy, Hilo",POINT (-155.0643477 19.69838),19.69838,-155.0643477,0.048815273592962206
736,Prince Kuhio Plaza - P-4,"111E Puainako Street, Hilo",POINT (-155.0625265 19.696087),19.696087,-155.0625265,0.04792123346417549
737,Prince Kuhio Plaza - P-6,"26 Pilipaa Street, Hilo",POINT (-155.0645327 19.6962133),19.6962133,-155.0645327,0.04973661873740789
738,Target at Safeway,United States,POINT (-155.0605 19.699389),19.699389,-155.0605,0.044849907222988435
739,E Kawili Street,United States,POINT (-155.065056 19.705778),19.705778,-155.065056,0.04762296345828531
740,Automotive Supply Center,United States,POINT (-155.0650807 19.7059043),19.7059043,-155.0650807,0.04762483129066484
741,KS Bus Stop,"9 Ohuohu Street, Hilo",POINT (-155.0609906 19.6979901),19.6979901,-155.0609906,0.04579234469436282
742,Ohu Ohu Street @ Prince Kuhio Plaza (Macy's Men's Children & Home),United States,POINT (-155.0615 19.6976782),19.6976782,-155.0615,0.046379564648814334
743,Kaumana Drive @ across Chong Street,United States,POINT (-155.120833 19.694417),19.694417,-155.120833,0.1045395419750911
744,Kaumana Drive Chong St,United States,POINT (-155.1215852 19.69463),19.69463,-155.1215852,0.10523808116398675
745,Kaumana Drive @ Hilo Door of Faith Church/Malama Place,United States,POINT (-155.114333 19.700083),19.700083,-155.114333,0.0971767887777912
746,Kaumana Drive @ Poki Place/Kaumana Terrace,United States,POINT (-155.113461 19.7027294),19.7027294,-155.113461,0.09595926244375157
747,Hilo Ainako Avenue @ Apoke St,United States,POINT (-155.117528 19.70927799999999),19.70927799999999,-155.117528,0.0994528418723546
748,Hilo Ainako Avenue @ Kaumana Drive,United States,POINT (-155.110083 19.709),19.709,-155.110083,0.09203371489166773
749,Kaumana Drive @ Ainako Avenue (farside),United States,POINT (-155.109667 19.709111),19.709111,-155.109667,0.09161205204298327
750,Kaumana Drive Ainako Street,United States,POINT (-155.1097537 19.7093224),19.7093224,-155.1097537,0.09168688791135714
751,HiloAinako Avenue @ Lahi Street,United States,POINT (-155.127778 19.71166699999999),19.71166699999999,-155.127778,0.1096075336728859
752,Hilo Waianuenue Ave @ Kaiser Permanente,United States,POINT (-155.115167 19.717306),19.717306,-155.115167,0.09701136141159575
753,Hilo Waianuenue Ave @ Hilo Medical Center,United States,POINT (-155.112833 19.717583),19.717583,-155.112833,0.09468770072852094
754,Haihai Street @ before Laula Street - Hilo Municipal Golf Course,United States,POINT (-155.0766288 19.6739846),19.6739846,-155.0766288,0.07098724703776128
755,Kilauea Ave @ Palai St,United States,POINT (-155.067167 19.679778),19.679778,-155.067167,0.05991229312630834
756,Kinoole Street @ W Kahaopea Street - Kino'ole Plaza/Sr Housing,United States,POINT (-155.069528 19.689472),19.689472,-155.069528,0.05701654108118168
757,Kilauea Ave @ East Kahaopea St,United States,POINT (-155.068 19.689944),19.689944,-155.068,0.05543601662074083
758,Kahaopea Street,United States,POINT (-155.066028 19.68938899999999),19.68938899999999,-155.066028,0.053925724196683074
759,W. Kawailani St @ Iwalani Street - Hilo Life Care Center,United States,POINT (-155.0947476 19.6827859),19.6827859,-155.0947476,0.08277975869817494
760,Kaumana City Nolemana St,United States,POINT (-155.178 19.683194),19.683194,-155.178,0.1627976600361052
761,Kaumana City Pakelekia Street at Nolemana St,United States,POINT (-155.1791274 19.68592259999999),19.68592259999999,-155.1791274,0.16340851399407624
762,Gentry Subdivision Wilder Rd,United States,POINT (-155.1419304 19.6814903),19.6814903,-155.1419304,0.12800510199441806
763,Kaumana Drive Wilder St,United States,POINT (-155.141639 19.685528),19.685528,-155.141639,0.1267462635537945
764,Gentry Subdivision South Wilder Road @ Ioana Street,United States,POINT (-155.141381 19.6764786),19.6764786,-155.141381,0.12885519077156413
765,Haihai Street @ Kupulau Road,United States,POINT (-155.105694 19.672056),19.672056,-155.105694,0.09715746217213009
766,High Fire Hawaii Gallery & Studio,"223A Kilauea Avenue, Hilo",POINT (-155.0848841 19.7217624),19.7217624,-155.0848841,0.06709795533496989
767,Bryan Booth Fine Furniture Antiques & Restoration,"296 Kilauea Avenue, Hilo",POINT (-155.0843062 19.7209953),19.7209953,-155.0843062,0.06644201772634305
768,Hawaii Arts & Crafts,Hilo,POINT (-155.0900232 19.7297111),19.7297111,-155.0900232,0.07345539185626254
769,The Exhibit Gallery Of Art And Events/ Hilo Town Tavern,"168 Keawe Street suite d, Hilo",POINT (-155.087163 19.72489089999999),19.72489089999999,-155.087163,0.06976902908356303
770,ONE GALLERY,"186 Kamehameha Avenue, Hilo",POINT (-155.0862412 19.72532709999999),19.72532709999999,-155.0862412,0.06892647306512602
771,Banyan Gallery,"71 Banyan Drive d, Hilo",POINT (-155.0666259 19.7282558),19.7282558,-155.0666259,0.05039404712698165
772,Tanglewood Gallery,"16-180 Mikahala Place b7, Keaau",POINT (-155.0532253 19.6362315),19.6362315,-155.0532253,0.08556675068761192
773,Shewmaker Sculpture,"194 Kilauea Avenue, Hilo",POINT (-155.0856272 19.7215621),19.7215621,-155.0856272,0.06781476328531003
774,East Hawaiʻi Cultural Center,"141 Kalakaua Street, Hilo",POINT (-155.0882493 19.724774),19.724774,-155.0882493,0.0708255593385827
775,Extreme Exposure Fine Art Gallery,"224 Kamehameha Avenue #103, Hilo",POINT (-155.0860191 19.7246244),19.7246244,-155.0860191,0.06859799259267509
776,Kamehameha Festival,"Moku Ola (Coconut Island, 77 Keliipio Place, Hilo",POINT (-155.068534 19.729624),19.729624,-155.068534,0.052612260031348154
777,TAKAAZE ART GALLERY,"1420 Kilauea Avenue, Hilo",POINT (-155.0757499 19.7081424),19.7081424,-155.0757499,0.0578764860338219
778,Live Love,"400 Hualani Street, Hilo",POINT (-155.0736677 19.7133918),19.7133918,-155.0736677,0.05547302155346392
779,kristie fujiyama kosmides,"166 Kilauea Avenue, Hilo",POINT (-155.0857083 19.7221043),19.7221043,-155.0857083,0.06795551163209103
780,Lockey Originals,"56 Ponahawai Street, Hilo",POINT (-155.0842908 19.7225375),19.7225375,-155.0842908,0.06659976171690822
781,Hilo Holi Water,"284 Keawe Street, Hilo",POINT (-155.0865734 19.7234308),19.7234308,-155.0865734,0.06897794893910233
782,Dreams of Paradise Gallery,"308 Kamehameha Avenue #106, Hilo",POINT (-155.0850997 19.723813),19.723813,-155.0850997,0.06757022808812864
783,Wild HeArtist,"216 Kamehameha Avenue, Hilo",POINT (-155.0861214 19.7250183),19.7250183,-155.0861214,0.06875941621546637
784,The Edge Explorer Fine Art Gallery,"114 Kamehameha Avenue, Hilo",POINT (-155.0867744 19.7261442),19.7261442,-155.0867744,0.06958724189418744
785,Brokenhardened,"110 Kamehameha Avenue, Hilo",POINT (-155.0867713 19.72618019999999),19.72618019999999,-155.0867713,0.0695903226735676
786,Hawaiian Mako Design,"25 Shipman Street, Hilo",POINT (-155.0874172 19.7268266),19.7268266,-155.0874172,0.07033904620967107
787,Ji Kwang Inc,Hilo,POINT (-155.0900154 19.7297152),19.7297152,-155.0900154,0.07344862568017092
788,Pele's Hokulele Gallery-Gifts,Hilo,POINT (-155.0900154 19.7297152),19.7297152,-155.0900154,0.07344862568017092
789,The Jeff Gomes Gallery,"16177 Melekahiwa Street, Keaau",POINT (-155.0467877 19.6383177),19.6383177,-155.0467877,0.08118368767840556
790,Arnott's Lodge and Hiking Adventures,"98 Apapane Road, Hilo",POINT (-155.0413173 19.7344686),19.7344686,-155.0413173,0.030675564837656905
791,US Forestry Department,"25 East Kawili Street, Hilo",POINT (-155.0723211 19.7040457),19.7040457,-155.0723211,0.05508228602558464
792,Malulani Ranch,"1261 Country Club Drive, Hilo",POINT (-155.1581807 19.6738698),19.6738698,-155.1581807,0.14570099601291525
793,Enterprise Rent-A-Car,"10 Halekauila Street, Hilo",POINT (-155.0639152 19.7043293),19.7043293,-155.0639152,0.04678828200855147
794,Harp Car Rental,"300 Kalanianaole Street, Hilo",POINT (-155.0594064 19.7248018),19.7248018,-155.0594064,0.042520934898746345
795,Budget Car Rental,"1 Kekuanaoa Street, Hilo",POINT (-155.0395984 19.7149071),19.7149071,-155.0395984,0.021404795541974716
796,Thrifty Car Rental,"1 General Lyman Field, Hilo",POINT (-155.0395953 19.7143338),19.7143338,-155.0395953,0.021393172272464837
797,Island Discount Rentals,"60 Kuhio Street, Hilo",POINT (-155.0575726 19.7251602),19.7251602,-155.0575726,0.0408402561744499
798,"Hertz Car Rental - Island of Hawaii, Hilo - Hilo HLE Off Airport","400 East Kawili Street, Hilo",POINT (-155.0653698 19.7054169),19.7054169,-155.0653698,0.04799726271641339
799,National Car Rental,"2350 Kekuanaoa Street, Hilo",POINT (-155.0395744 19.7143528),19.7143528,-155.0395744,0.021372308755373912
800,Dollar Car Rental,"Hilo International Airport, Kekuanaoa Street #1, Hilo",POINT (-155.039531 19.7143336),19.7143336,-155.039531,0.02132887204788838
801,Aiona Car Sales,"134 Wiwoole Street, Hilo",POINT (-155.0651397 19.7021465),19.7021465,-155.0651397,0.04848604624596801
802,Enterprise Rent-A-Car,"2350 Kekuanaoa Street, Hilo",POINT (-155.039478 19.714761),19.714761,-155.039478,0.021280793466470736
803,"Hertz Car Rental - Island Of Hawaii, Hilo - Hilo International Airport (2606-10) (ITO)","2355 Kekuanaoa Street SUITE 15, Hilo",POINT (-155.039692 19.7147351),19.7147351,-155.039692,0.021494207114045174
804,Aiona U-Rent Car,"134 Wiwoole Street, Hilo",POINT (-155.0649301 19.7021272),19.7021272,-155.0649301,0.04828803141611772
805,Big Island Cars For Rent LLC,"474 Kekuanaoa Street, Hilo",POINT (-155.0718135 19.7113871),19.7113871,-155.0718135,0.053690549133291694
806,Long Term Car Rental Hilo Airport,"799 Leilani Street, Hilo",POINT (-155.0637734 19.7096093),19.7096093,-155.0637734,0.04581225679198301
807,Car Rental Hilo,"809 Leilani Street, Hilo",POINT (-155.0635627 19.7098231),19.7098231,-155.0635627,0.04558116421852783
808,Affordable Rental Cars,"646 Hualani Street, Hilo",POINT (-155.0683426 19.7138808),19.7138808,-155.0683426,0.050142220572329727
809,Annette Pestano,"513 Hinano Street, Hilo",POINT (-155.0680654 19.7144879),19.7144879,-155.0680654,0.049863594526997616
810,Hilo Tony's,"476-494 Hinano Street, Hilo",POINT (-155.0688999 19.7155875),19.7155875,-155.0688999,0.05071403682779168
811,SUV Rental Hilo,"484 Kanoelehua Avenue, Hilo",POINT (-155.0645845 19.7153883),19.7153883,-155.0645845,0.0463950614599931
812,1Stcar - Car Rental Hilo,"43 Akahana Street, Hilo",POINT (-155.0516863 19.7155174),19.7155174,-155.0516863,0.03350618953260443
813,enterprise rent a car,"Pohakuloa Training Area MILE MARKER 33, State Route 200, Hilo",POINT (-155.0900187 19.7297067),19.7297067,-155.0900187,0.07345006906311767
814,Rent A Car & VAN Hilo,"1304 Kekuanaoa Street, Hilo",POINT (-155.047265 19.7133933),19.7133933,-155.047265,0.02907706061229623
815,SUV Rental Hilo,"1304 Kekuanaoa Street, Hilo",POINT (-155.047265 19.7133933),19.7133933,-155.047265,0.02907706061229623
816,1Car Rental Hilo Airport,"1347 Kekuanaoa Street, Hilo",POINT (-155.0447164 19.7139627),19.7139627,-155.0447164,0.026516423646838993
817,Car Rental Hilo - Airport,"Kekuanaoa Place, Hilo",POINT (-155.0447161 19.7141287),19.7141287,-155.0447161,0.026514517297614767
818,VAN Rental Hilo International Airport,"1046 Leilani Street, Hilo",POINT (-155.0448749 19.7145897),19.7145897,-155.0448749,0.02667429752702527
819,Hilo Auto Sales & Rentals,"595 Kalanianaole Street, Hilo",POINT (-155.0558323 19.7269631),19.7269631,-155.0558323,0.03970295068331345
820,Automotive Solutions Hawaii & Car Rentals,"60 Kuhio Street #9, Hilo",POINT (-155.0518341 19.7289638),19.7289638,-155.0518341,0.036688798672959946
821,Imiloa Astronomy Center,"600 Imiloa Place, Hilo",POINT (-155.0886773 19.7011173),19.7011173,-155.0886773,0.07169791161190987
822,Pacific Tsunami Museum,"130 Kamehameha Avenue, Hilo",POINT (-155.0866304 19.7259466),19.7259466,-155.0866304,0.06941192465728836
823,Hilo UrbFarm,"141 Kalakaua Street, Hilo",POINT (-155.0882214 19.7246714),19.7246714,-155.0882214,0.07078286328244301
824,Lyman Museum,"276 Haili Street, Hilo",POINT (-155.0906609 19.7221983),19.7221983,-155.0906609,0.07288770355827147
825,Mokupāpapa Discovery Center,"76 Kamehameha Avenue, Hilo",POINT (-155.0870462 19.7267489),19.7267489,-155.0870462,0.0699601404758513
826,University of Hawai’i Astronomy Center,"Astronomy Center, North Aohoku Place, Hilo",POINT (-155.0888804 19.7008778),19.7008778,-155.0888804,0.07194186370887165
827,Banyan Drive,Hilo,POINT (-155.0884596 19.7070556),19.7070556,-155.0884596,0.07063018921004764
828,Shinmachi Village Site,"322002001, Hilo",POINT (-155.0740849 19.7211138),19.7211138,-155.0740849,0.056296343985075194
829,TENRIKYO KAKAAKO CHURCH,"135 Iiwipolena Road, Hilo",POINT (-155.1199551 19.69997859999999),19.69997859999999,-155.1199551,0.10275617093484492
830,Hawai‘i Science and Technology Museum,"64 Keawe Street, Hilo",POINT (-155.0882231 19.7260137),19.7260137,-155.0882231,0.07099359472261976
831,Kela Ohana Reunion,"54 Pilipaa Street, Hilo",POINT (-155.0642812 19.6935497),19.6935497,-155.0642812,0.05053660701315194
832,alaloa water hauling,"619 Manono Street, Hilo",POINT (-155.0699508 19.7139173),19.7139173,-155.0699508,0.051750081112944435
833,Amigos Cantina,"250 Keawe Street ste. C, Hilo",POINT (-155.0867954 19.7237878),19.7237878,-155.0867954,0.06924600180076708
834,Joann's Lounge Bar,"88 Kanoelehua Avenue, Hilo",POINT (-155.0644695 19.7216182),19.7216182,-155.0644695,0.04684218361459335
835,Wai'oli Lounge & iCafé,"71 Banyan Drive d, Hilo",POINT (-155.066622 19.7281914),19.7281914,-155.066622,0.05037250470988741
836,The Honey Pot Brazilian Waxing & Skincare ( by appointment only),"26 Lanihuli Street, Hilo",POINT (-155.0778412 19.7118585),19.7118585,-155.0778412,0.05968909674516498
837,Paradissimo Tropical Spa,"101 Aupuni Street #215, Hilo",POINT (-155.0765416 19.7174514),19.7174514,-155.0765416,0.058424380414787605
838,Mermade Spa,"308 Kamehameha Avenue Suite 203, Hilo",POINT (-155.0851631 19.7237333),19.7237333,-155.0851631,0.06762183594942303
839,Body Harmony Massage Therapy,"166 Kamehameha Avenue #6, Hilo",POINT (-155.086375 19.725515),19.725515,-155.086375,0.06908879990371573
840,Ekela's Healing Spa,"21 Waianuenue Avenue #10, Hilo",POINT (-155.086971 19.726378),19.726378,-155.086971,0.06982103862792265
841,Big Island Healing Arts Lomilomi Clinic,"152 Puueo Street, Hilo",POINT (-155.0897567 19.7307231),19.7307231,-155.0897567,0.07341455289288355
842,Jen's Spa & Salon,"16-566 Keaau-Pahoa Road #1, Keaau",POINT (-155.0391272 19.621259),19.621259,-155.0391272,0.09536724289632596
843,Hilo Laser Skincare,"47 Lanihuli Street, Hilo",POINT (-155.0783031 19.7110463),19.7110463,-155.0783031,0.06018908150621043
844,Discover Float Hawaii,"23 North Wilder Road, Hilo",POINT (-155.141951 19.6860868),19.6860868,-155.141951,0.12692474690324235
845,Hale Lomilomi o Kekaimalino,"116 Kamehameha Avenue, Hilo",POINT (-155.0867165 19.7261593),19.7261593,-155.0867165,0.0695327604383533
846,"Joyful Living, LLC Dr. Matthew Dykema","1248 Kinoole Street, Hilo",POINT (-155.0789521 19.7084587),19.7084587,-155.0789521,0.06103035167401063
847,COCO-COCO NAILS II,"111 East Puainako Street #101A, Hilo",POINT (-155.0633309 19.697369),19.697369,-155.0633309,0.04820103957222301
848,Honolulu Spa And Wellness - Hilo,"315 East Kawili Street Suite 206, Hilo",POINT (-155.0682212 19.7061614),19.7061614,-155.0682212,0.050677207082116794
849,Tram's Dayspa Cafe & Alterations,"1261 Kilauea Avenue # 220, Hilo",POINT (-155.0757303 19.7104148),19.7104148,-155.0757303,0.057659348706872116
850,Allure Laser Med Spa Hilo,"1251 Kilauea Avenue Suite 250, Hilo",POINT (-155.0756088 19.71062239999999),19.71062239999999,-155.0756088,0.05752447242955651
851,The Beauty Spot Hilo,"811 Laukapu Street Bay 2 & 3, 811 Laukapu Street Bay 2, Hilo",POINT (-155.066761 19.7067898),19.7067898,-155.066761,0.04913653722042134
852,Belle Toi Beauty Salon and Spa,"Located through sliding Gate, Behind Lex Brodies, 159 Kekuanaoa Street suite F, Hilo",POINT (-155.0760704 19.7122006),19.7122006,-155.0760704,0.057906401543944816
853,"Integrated Medicine Institute, Inc.","1028 Kinoole Street, Hilo",POINT (-155.0819883 19.7136025),19.7136025,-155.0819883,0.0637899875747125
854,Lana Lana Float Therapy - Hilo,"750 Kanoelehua Avenue suite 103, Hilo",POINT (-155.0646244 19.7078193),19.7078193,-155.0646244,0.046872746178874825
855,Restorative Massage Clinic Insurance,"750 Kanoelehua Avenue STE C, Hilo",POINT (-155.0646244 19.7078193),19.7078193,-155.0646244,0.046872746178874825
856,Nature Care Hawaii,"808 Kilauea Avenue, Hilo",POINT (-155.0786976 19.716174),19.716174,-155.0786976,0.06052439727271611
857,GM Ilash and Nails Hilo,"500 Manono Street, Hilo",POINT (-155.0705866 19.7156095),19.7156095,-155.0705866,0.052400756753168604
858,Body Haven Hawaii,"101 Aupuni Street Suite 118, Hilo",POINT (-155.0765416 19.7174514),19.7174514,-155.0765416,0.058424380414787605
859,"Adele Lafever, Licensed Massage Therapy- Mind+Bodywork","198 Ponahawai Street, Hilo",POINT (-155.0856967 19.7212477),19.7212477,-155.0856967,0.06785096100085675
860,"Lashtique Studio Hi, LLC","301 Kinoole Street, Hilo",POINT (-155.0871337 19.7225851),19.7225851,-155.0871337,0.06942739689776357
