order,Name,Address,Coordinates,lats,longs,euc_diff
404,The Shiver Shack,"League City, TX 77573",POINT (-95.05698 29.50165),29.50165,-95.05698,0.2941908975509803
405,Bar 43,"4302 Ave S Galveston, TX 77550",POINT (-94.8108363 29.2809684),29.2809684,-94.8108363,0.06004787345763792
406,The King's Court,"528 Gulf Blvd Freeport, TX 77541",POINT (-95.364985 28.966447),28.966447,-95.364985,0.6691323264995164
407,Lion's Bar-B-Q,"18309 Fm 529 Katy, TX 77449",POINT (-95.77061 29.87516),29.87516,-95.77061,1.098677449570006
408,Chevron Galveston,"601 Broadway Avenue J, Galveston",POINT (-94.7731482 29.3045091),29.3045091,-94.7731482,0.05223998831016756
409,Circle K/Valero,"628 Broadway Avenue J, Galveston",POINT (-94.7735891 29.30539089999999),29.30539089999999,-94.7735891,0.051309408834065956
410,Moody State School,Galveston,POINT (-94.8665867 29.2819039),29.2819039,-94.8665867,0.08147493796936527
411,Shell,"5027 Broadway Avenue J, Galveston",POINT (-94.8237905 29.2915092),29.2915092,-94.8237905,0.05125519018889991
412,Tipsy Turtle Seaside Bar & Grill,"11745 Termini-San Luis Pass Rd Galveston, TX 77554",POINT (-94.896047 29.227571),29.227571,-94.896047,0.1420749642466256
413,3018 Texas Clipper Rd Parking,"3018 Texas Clipper Road, Galveston",POINT (-94.81716879999999 29.3157226),29.3157226,-94.81716879999999,0.026153292008989793
414,Parking lot,Galveston,POINT (-94.77805839999999 29.3353876),29.3353876,-94.77805839999999,0.0329412676840467
415,East Beach Free Parking,"Apffel Park Road, Galveston",POINT (-94.7386875 29.325156),29.325156,-94.7386875,0.0735578939802796
416,Parking utmb,"365-379 11th Street, Galveston",POINT (-94.7820206 29.3091755),29.3091755,-94.7820206,0.042728586134130615
417,UTMB 17E,"113-191 11th Street, Galveston",POINT (-94.78024889999999 29.3118539),29.3118539,-94.78024889999999,0.04202919368902286
418,"UTMB - Public Parking, Galveston Hospitals","200 University Boulevard, Galveston",POINT (-94.7761922 29.3118965),29.3118965,-94.7761922,0.04501101150116146
419,1201 Harborside Drive Parking,"1201 Harborside Drive, Galveston",POINT (-94.78205550000001 29.3116497),29.3116497,-94.78205550000001,0.04089387952185267
420,Port of Galveston Cruise Parking Terminal 10 North Lot,"1152 Royal Caribbean Circle, Galveston",POINT (-94.78322759999999 29.3136789),29.3136789,-94.78322759999999,0.03862521726147172
421,Parking Lot P,"Unnamed Road, Galveston",POINT (-94.7749516 29.3134791),29.3134791,-94.7749516,0.04497810935153052
422,Port of Galveston South Lot Cruise Parking Lot,"028 13th Street, Galveston",POINT (-94.7836379 29.31189359999999),29.31189359999999,-94.7836379,0.039629262814738664
423,UTMB Parking Garage 3,"410 9th Street, Galveston",POINT (-94.7783749 29.309174),29.309174,-94.7783749,0.045242518483290944
424,"Park 2 Cruise Galveston, LLC","101 13th Street, Galveston",POINT (-94.7837887 29.3105049),29.3105049,-94.7837887,0.040561143799720624
425,Port of Galveston Pier 14 Parking Lot,"8677+9W, Galveston",POINT (-94.7851541 29.3133871),29.3133871,-94.7851541,0.037503570183470156
426,Contract Parking,"339 5th Street, Galveston",POINT (-94.7738605 29.3111501),29.3111501,-94.7738605,0.04728124867049025
427,1301-1399 Mechanic St Parking,"1301-1399 Mechanic Street, Galveston",POINT (-94.7828452 29.30937500000001),29.30937500000001,-94.7828452,0.04203277459042217
428,Hospital Parking Garage 8,Galveston,POINT (-94.77560109999999 29.3116784),29.3116784,-94.77560109999999,0.04560336220158413
429,Galv Park Holiday & Seawall Lot,"706 Holiday Drive, Galveston",POINT (-94.77015279999999 29.3086699),29.3086699,-94.77015279999999,0.051723972506372305
430,2100 Market St. Parking Garage,"2100 Market Street, Galveston",POINT (-94.79185009999999 29.3061658),29.3061658,-94.79185009999999,0.039533377952270424
431,Port parking,"111 18th Street, Galveston",POINT (-94.7892794 29.3089947),29.3089947,-94.7892794,0.03842255328798779
432,Galv Park,"1902 Harborside Drive, Galveston",POINT (-94.7901916 29.3095157),29.3095157,-94.7901916,0.03748716665933027
433,Strand parking,"109 20th Street, Galveston",POINT (-94.7914609 29.30860830000001),29.30860830000001,-94.7914609,0.03759380170861646
434,2019-2099 Mechanic Street Parking,"2019-2099 Mechanic Street, Galveston",POINT (-94.79106329999999 29.3065551),29.3065551,-94.79106329999999,0.03957140807085531
435,SP+ Parking,"2083 Ship Mechanic Row Street, Galveston",POINT (-94.79106630000001 29.3065367),29.3065367,-94.79106630000001,0.03958595851410932
436,1909 Market St Parking,"1909 Market Street, Galveston",POINT (-94.789535 29.306246),29.306246,-94.789535,0.04060896625498881
437,2028 Mechanic St. Lot,"2028 Mechanic Street, Galveston",POINT (-94.79162009999999 29.3067625),29.3067625,-94.79162009999999,0.03911896490449045
438,2011 Market St Parking,"2011 Market Street, Galveston",POINT (-94.7907929 29.3059209),29.3059209,-94.7907929,0.040256686472709066
439,Parking,"51 21st Street, Galveston",POINT (-94.792904 29.30870509999999),29.30870509999999,-94.792904,0.0367983261859258
440,102 Kempner St. Lot,"102 Kempner Street, Galveston",POINT (-94.7929968 29.3082068),29.3082068,-94.7929968,0.03719281537569865
441,144 22nd St Parking,"144 22nd Street, Galveston",POINT (-94.7930049 29.3081835),29.3081835,-94.7930049,0.03720955797585309
442,ParkPostOffice.com,"1913 Postoffice Street, Galveston",POINT (-94.789312 29.305386),29.305386,-94.789312,0.041461284457710315
443,Ampco System Parking,"Parking lot, 2200 Harborside Drive, Galveston",POINT (-94.7935826 29.3090517),29.3090517,-94.7935826,0.03617178153361172
444,208 22nd St Parking,"208 22nd Street, Galveston",POINT (-94.7933944 29.3071309),29.3071309,-94.7933944,0.03796429870272007
445,SP+ Parking,"101 Kempner Street, Galveston",POINT (-94.7937566 29.3080382),29.3080382,-94.7937566,0.036991256887294655
446,The Strand,"101 Kempner Street, Galveston",POINT (-94.79377600000001 29.3079993),29.3079993,-94.79377600000001,0.03701716308476476
447,2027 Post Office St Parking,"540 Moody Avenue, Galveston",POINT (-94.79084530000002 29.30494959999999),29.30494959999999,-94.79084530000002,0.04108107431600649
448,Pier 21 - Lot 4,"Parking lot, 65 22nd Street, Galveston",POINT (-94.7944077 29.3083642),29.3083642,-94.7944077,0.03640822544731966
449,Pier 21 Lot 5,"2300 Harborside Drive, Galveston",POINT (-94.7950123 29.3081405),29.3081405,-94.7950123,0.03634701121491225
450,Suderman Stevedores,"37 Pier 21, Galveston",POINT (-94.7927457 29.3096285),29.3096285,-94.7927457,0.03606798586751439
451,Port Of Galveston Parking & Cruise Terminals,"123 Rosenberg Street, Galveston",POINT (-94.79707649999999 29.3065514),29.3065514,-94.79707649999999,0.036991506783355284
452,EZ Cruise Parking,"2727 Santa Fe Place, Galveston",POINT (-94.7982536 29.3055923),29.3055923,-94.7982536,0.037485305150259614
453,81st Dolphin Parking,"2801 Market Street, Galveston",POINT (-94.7997881 29.3036021),29.3036021,-94.7997881,0.03892082336157528
454,Cruise Park,"2815 Harborside Drive, Galveston",POINT (-94.8009659 29.3060306),29.3060306,-94.8009659,0.03626471684059976
455,Galveston Cruise Parking - Lighthouse Cruise Parking,"325 29th Street, Galveston",POINT (-94.80134749999999 29.3039505),29.3039505,-94.80134749999999,0.038181904071534614
456,Galveston Park N Cruise,"2514 New Strand Street, Galveston",POINT (-94.797454 29.3070454),29.3070454,-94.797454,0.036394523255306746
457,P4003,"2300 Ship Mechanic Row Street, Galveston",POINT (-94.7948085 29.3062136),29.3062136,-94.7948085,0.03818209139965898
458,Official Port of Galveston - Lot B,"224 33rd Street, Galveston",POINT (-94.80549330000001 29.3034288),29.3034288,-94.80549330000001,0.037920638992427654
459,Lighthouse parking Lot 3,"2801 Market Street, Galveston",POINT (-94.7997881 29.3036021),29.3036021,-94.7997881,0.03892082336157528
460,Cruise Parking Express Lot,"106 28th Street, Galveston",POINT (-94.8010348 29.3072849),29.3072849,-94.8010348,0.03503753526551238
461,Galveston wharfs,"303 31st Street, Galveston",POINT (-94.8032672 29.3044129),29.3044129,-94.8032672,0.03731326991590131
462,Port of Galveston Express Lot Cruise Parking,"2702 Harborside Drive, Galveston",POINT (-94.8003865 29.3074851),29.3074851,-94.8003865,0.03502679056123011
463,225 25th St Parking,"225 25th Street, Galveston",POINT (-94.79687899999999 29.3058168),29.3058168,-94.79687899999999,0.03774775625958267
464,Galv Park,"201 Rosenberg Street, Galveston",POINT (-94.79682 29.305824),29.305824,-94.79682,0.037762400173852816
465,Lot А - Port Of Galveston Cruise Parking,"150 33rd Street, Galveston",POINT (-94.8040417 29.3051314),29.3051314,-94.8040417,0.036463282573461056
466,Galveston VIP Cruise Parking,"111 Rosenberg Street, Galveston",POINT (-94.7972231 29.3071013),29.3071013,-94.7972231,0.036425975001573324
467,600 26th St Parking,"600 26th Street, Galveston",POINT (-94.797186 29.3021002),29.3021002,-94.797186,0.04113473092275921
468,Official Port of Galveston SMP Cruise Parking Garage,"150 Rosenberg Street, Galveston",POINT (-94.79675999999999 29.30724489999999),29.30724489999999,-94.79675999999999,0.036464474525564824
469,484 25th St Parking,"484 25th Street, Galveston",POINT (-94.7955513 29.3042627),29.3042627,-94.7955513,0.03968230673008791
470,25th St & Avenue E Parking,"488 25th Street, Galveston",POINT (-94.7955513 29.3042627),29.3042627,-94.7955513,0.03968230673008791
471,SMP Garage,"146 25th Street, Galveston",POINT (-94.79630689999999 29.3073498),29.3073498,-94.79630689999999,0.03654113116447044
472,Parking Area,"224 33rd Street, Galveston",POINT (-94.8054947 29.3034356),29.3034356,-94.8054947,0.03791371348241865
473,Galv Park,"2401 Postoffice Street, Galveston",POINT (-94.7947495 29.30403159999999),29.30403159999999,-94.7947495,0.040204045112512715
474,SP+ Parking,"134 24th Street, Galveston",POINT (-94.7954196 29.3075284),29.3075284,-94.7954196,0.03673230807197674
475,The Strand,"137 24th Street, Galveston",POINT (-94.7954506 29.3076013),29.3076013,-94.7954506,0.0366531088333396
476,Glaveston Cruise Terminal,"3300 Harborside Drive, Galveston",POINT (-94.8061477 29.3041619),29.3041619,-94.8061477,0.03711142892905408
477,Parking,"533 33rd Street, Galveston",POINT (-94.80524229999999 29.3018621),29.3018621,-94.80524229999999,0.03950680184367761
478,The Strand,"2327 Postoffice St, Galveston",POINT (-94.79417339999999 29.3040871),29.3040871,-94.79417339999999,0.04038267506026239
479,Discount Cruise Parking,"433 33rd Street, Galveston",POINT (-94.80540810000001 29.3019206),29.3019206,-94.80540810000001,0.03942700618017856
480,Rosenberg Library Parking,"2315 Avenue H, Galveston",POINT (-94.793363 29.30144699999999),29.30144699999999,-94.793363,0.04312613218230456
481,2608 Sealy Ave Parking,"2608 Sealy Avenue, Galveston",POINT (-94.7962016 29.3003026),29.3003026,-94.7962016,0.04315573359238264
482,Premium Parking - P4002,"2024 Seawall Boulevard, Galveston",POINT (-94.7860973 29.2926587),29.2926587,-94.7860973,0.0541720780103381
483,Hotel Galvez Parking Garage,"1921 21st Street, Galveston",POINT (-94.7869676 29.2921951),29.2921951,-94.7869676,0.054202588866709644
484,Parking Lot,"3510-0116-2000, #001, Galveston",POINT (-94.79106469999999 29.2880608),29.2880608,-94.79106469999999,0.05641382670392079
485,Indoor Cruise Parking,"202 37th Street, Galveston",POINT (-94.8101226 29.3027331),29.3027331,-94.8101226,0.03828433063561887
486,Port Parking,"202 37th Street, Galveston",POINT (-94.809512 29.302697),29.302697,-94.809512,0.03833155018923082
487,"Falstaff Cruise Parking, Drive In & Cruise Out","3402 Church Street, Galveston",POINT (-94.80594579999999 29.3004531),29.3004531,-94.80594579999999,0.04081889785083225
488,Port of Galveston West Entrance,"4002 Port Industrial Road, Galveston",POINT (-94.8139803 29.30404),29.30404,-94.8139803,0.03713740871079218
489,Freymiller Galveston Dropyard,"5700 Harborside Drive, Galveston",POINT (-94.83406320000002 29.2980668),29.2980668,-94.83406320000002,0.04898044475908748
490,6303 Broadway St. Parking,"6303 Broadway Street, Galveston",POINT (-94.8405191 29.28783),29.28783,-94.8405191,0.061064820963679926
491,Marlin Cruise Parking,"8115 Harborside Drive, Galveston",POINT (-94.86271909999999 29.2875693),29.2875693,-94.86271909999999,0.07471088861234765
492,8701 Teichman Rd Parking,"8701 Teichman Road, Galveston",POINT (-94.8661714 29.282649),29.282649,-94.8661714,0.08064882104780248
493,Sand Dollar Autoplex,"8020 Broadway Street, Galveston",POINT (-94.8608958 29.2866847),29.2866847,-94.8608958,0.07409463245209866
494,5400 Seawall Boulevard Parking,"5400 Seawall Boulevard, Galveston",POINT (-94.8186599 29.27130469999999),29.27130469999999,-94.8186599,0.07018487938408254
495,Burnet Elementary Parking Lot,"5511 Avenue S, Galveston",POINT (-94.824815 29.27637),29.27637,-94.824815,0.06620807539791175
496,2190 Terminal Dr Parking,"2190 Terminal Drive, Galveston",POINT (-94.8539629 29.2669691),29.2669691,-94.8539629,0.0858518775515555
497,Parking,"2215-2299 83rd St, Galveston",POINT (-94.85394959999999 29.26690110000001),29.26690110000001,-94.85394959999999,0.085903808266169
498,Galveston Island Brewing Parking Lot,"3515 85th Street, Galveston",POINT (-94.85009640000001 29.2557574),29.2557574,-94.85009640000001,0.09399780484496964
499,Parking,"23201 Termini-San Luis Pass Road, Galveston",POINT (-95.06329919999999 29.1258428),29.1258428,-95.06329919999999,0.3319622268551448
500,Mamady's Primitive Art From,"2211 The Strand, Galveston",POINT (-94.7937577 29.307213),29.307213,-94.7937577,0.03772827547161682
501,Bogan Gallery,"2217 Postoffice St, Galveston",POINT (-94.79293539999999 29.3044721),29.3044721,-94.79293539999999,0.04055205574192691
502,Affaire d'Art Fine Art Gallery,"2227 Postoffice St, Galveston",POINT (-94.793165 29.304436),29.304436,-94.793165,0.04048566351344045
503,The Proletariat Gallery & Public House,"2221 Market Street #100, Galveston",POINT (-94.7935713 29.3053353),29.3053353,-94.7935713,0.039499014209667754
504,Gallery Évasion,"217 23rd Street, Galveston",POINT (-94.79442279999999 29.3065075),29.3065075,-94.79442279999999,0.03807580618170696
505,VACATION ON CANVAS GALLERY,"2204 Postoffice Street, Galveston",POINT (-94.7924939 29.3050017),29.3050017,-94.7924939,0.040271094539223305
506,The Old Galveston Trading Company,"2115 Postoffice Street, Galveston",POINT (-94.791834 29.304724),29.304724,-94.791834,0.0408174030606186
507,René Wiley Gallery,"2128 Postoffice St, Galveston",POINT (-94.79228859999999 29.3050828),29.3050828,-94.79228859999999,0.04029104082739752
508,The Tattoo Shop,"5702 Stewart Road, Galveston",POINT (-94.82735559999999 29.2773944),29.2773944,-94.82735559999999,0.0658120585541417
509,Art League,"2117a Postoffice Street, Galveston",POINT (-94.7918334 29.304719),29.304719,-94.7918334,0.04082212328840016
510,Galveston Arts Center,"2127 The Strand, Galveston",POINT (-94.79304119999999 29.307351),29.307351,-94.79304119999999,0.03792940097782185
511,QQ ArtSpace,"3622 85th Street, Galveston",POINT (-94.8493768 29.2553328),29.2553328,-94.8493768,0.09408358789677157
512,J Bangle Gallery,"13708 Termini-San Luis Pass Road, Galveston",POINT (-94.9378315 29.2084071),29.2084071,-94.9378315,0.18383243120044318
513,Maebemy Gallery,"2828 61st Street UNIT 1303, Galveston",POINT (-94.8270884 29.2690695),29.2690695,-94.8270884,0.07383007636867375
514,ANNE LANE GALLERY,"3818 Avenue S, Galveston",POINT (-94.80553169999999 29.282381),29.282381,-94.80553169999999,0.058845829685319574
515,J. A. Soukup Fine Art,"2208 Post Office Street, Galveston",POINT (-94.9771686 29.178961),29.178961,-94.9771686,0.23245415300908348
516,J Bangle Galleries,"1124 25th Street, Galveston",POINT (-94.7935114 29.2978274),29.2978274,-94.7935114,0.0464148646082785
517,The Studio Experience Gallery and Fine Art Printers,"2327 Winnie Street, Galveston",POINT (-94.79383310000001 29.3024723),29.3024723,-94.79383310000001,0.04199845069432958
518,29 Degrees North Galveston,"2418 The Strand, Galveston",POINT (-94.7962417 29.3068089),29.3068089,-94.7962417,0.03706512293418498
519,Water's Edge Studio Gallery,"1302 21st Street, Galveston",POINT (-94.78850729999999 29.2978754),29.2978754,-94.78850729999999,0.04842949561639786
520,Arts on Mechanic,"2309 Mechanic Street, Galveston",POINT (-94.7944691 29.3060921),29.3060921,-94.7944691,0.03843332826936438
521,Upstairs Art Studio,"2328 The Strand, Galveston",POINT (-94.7953363 29.30720219999999),29.30720219999999,-94.7953363,0.0370639674857789
522,Mock & More Gallery,"2215-B Postoffice St, Galveston",POINT (-94.792807 29.3044633),29.3044633,-94.792807,0.04061580341654497
523,Alia Benavides,"2201 Postoffice St, Galveston",POINT (-94.79264189999999 29.30466909999999),29.30466909999999,-94.79264189999999,0.040503278277610466
524,The Artist's Studio & Gallery,"1447 19th Street, Galveston",POINT (-94.7860735 29.2969473),29.2969473,-94.7860735,0.05039249715409238
525,G.Lee Gallery,"2217 The Strand, Galveston",POINT (-94.7941638 29.3070697),29.3070697,-94.7941638,0.03767871303753021
526,From the HeART Gallery,"2111 Postoffice Street, Galveston",POINT (-94.7915907 29.3047615),29.3047615,-94.7915907,0.04089608161533919
527,DARKE gallery,"801 East Beach Drive, Galveston",POINT (-94.75467110000001 29.3158378),29.3158378,-94.75467110000001,0.06125760904179722
528,Galveston RV Resort and Marina,"6310 Heards Lane, Galveston",POINT (-94.8350109 29.2787925),29.2787925,-94.8350109,0.06687093775656788
529,Stella Mare RV Resort,"3418 Stella Mare Lane, Galveston",POINT (-94.8816109 29.2405186),29.2405186,-94.8816109,0.12310233380225448
530,Tiki Tom's RV Park,"333 Jones Lake Road, Galveston",POINT (-94.90392170000001 29.3031502),29.3031502,-94.90392170000001,0.10078947033203965
531,Jamaica Beach RV Park,"17200 Termini-San Luis Pass Road, Galveston",POINT (-94.9817956 29.1789996),29.1789996,-94.9817956,0.23576692362018203
532,Galveston Island KOA Holiday,"23700 Termini-San Luis Pass Road, Galveston",POINT (-95.07344959999999 29.1220283),29.1220283,-95.07344959999999,0.3421838204551033
533,Bay Side Campsite,Galveston,POINT (-94.9553701 29.2106105),29.2106105,-94.9553701,0.19490596528447235
534,Galveston,"6702 Seawall Boulevard, Galveston",POINT (-94.83295439999999 29.2651551),29.2651551,-94.83295439999999,0.07910940305103935
535,Galveston party boats Pier 9,"9 Pier 21, Galveston",POINT (-94.79271159999999 29.30944),29.30944,-94.79271159999999,0.03624887664824419
536,Enterprise Rent-A-Car,"5919 Broadway Avenue J, Galveston",POINT (-94.8350507 29.2881934),29.2881934,-94.8350507,0.05824214837036434
537,Cars and Carts Galveston,"2402 Seawall Boulevard, Galveston",POINT (-94.7897034 29.2890817),29.2890817,-94.7897034,0.055948627091305325
538,Galveston Convertible Rentals,"2121 Market Street # 211, Galveston",POINT (-94.7921841 29.3055877),29.3055877,-94.7921841,0.03988932757484675
539,Rosenberg Library,"2310 Sealy Avenue, Galveston",POINT (-94.79298949999999 29.3011526),29.3011526,-94.79298949999999,0.043545380388051114
540,Ocean Star Offshore Drilling Rig and Museum,"2002 Wharf Road, Galveston",POINT (-94.7917377 29.3104255),29.3104255,-94.7917377,0.03589350617383035
541,Galveston Railroad Museum,"2602 Santa Fe Place, Galveston",POINT (-94.7985082 29.3061047),29.3061047,-94.7985082,0.03691788422291771
542,Galveston Historic Seaport - Home of the 1877 Tall Ship ELISSA,"Pier 22 Suite, 8, Galveston",POINT (-94.7933003 29.3090547),29.3090547,-94.7933003,0.03630214787609419
543,Central Cultural Center,"2627 Avenue M, Galveston",POINT (-94.7953872 29.2961096),29.2961096,-94.7953872,0.047385586183498744
544,Discovery Pyramid,Galveston,POINT (-94.85376509999999 29.2757148),29.2757148,-94.85376509999999,0.07832438764740758
545,Galveston Children's Museum,"2618 Broadway Avenue J, Galveston",POINT (-94.7962228 29.2993997),29.2993997,-94.7962228,0.04400165131881559
546,Segcity Segway Galveston Tours,"519 25th Street, Galveston",POINT (-94.79588 29.303251),29.303251,-94.79588,0.0405011742367979
547,The Bryan Museum,"1315 21st Street, Galveston",POINT (-94.7890034 29.2974184),29.2974184,-94.7890034,0.04861547674091807
548,Galveston County Historical Museum,"722 Moody Avenue, Galveston",POINT (-94.7890341 29.3035162),29.3035162,-94.7890341,0.043216155370250246
549,Moody Mansion,"2618 Broadway Avenue J, Galveston",POINT (-94.79627669999999 29.2995337),29.2995337,-94.79627669999999,0.04385741019786798
550,Menard House,"1605 33rd Street, Galveston",POINT (-94.8020822 29.2914014),29.2914014,-94.8020822,0.05032562863829193
551,Kindness Project Murals,"22nd &, Avenue East, Galveston",POINT (-94.8234384 29.2967318),29.2967318,-94.8234384,0.0461307204943047
552,African-American Museum,"3427 Sealy Avenue, Galveston",POINT (-94.80596249999999 29.2973585),29.2973585,-94.80596249999999,0.04389367735034796
553,JC League House,"Broadway Avenue J, Galveston",POINT (-94.802972 29.2972963),29.2972963,-94.802972,0.04436511577113533
554,Kempner Park Monument,"3510-0040-1000, 001, Galveston",POINT (-94.795386 29.2937221),29.2937221,-94.795386,0.049654360471402335
555,Castillo. Bishop,Galveston,POINT (-94.7977277 29.3013582),29.3013582,-94.7977277,0.041667964114040376
556,World War II Memorial Monument,"23rd St &, Broadway Avenue J, Galveston",POINT (-94.79182540000001 29.3001509),29.3001509,-94.79182540000001,0.04493577168761431
557,Old Santa Fe Union Station,"123 Rosenberg Street, Galveston",POINT (-94.79703719999999 29.3065492),29.3065492,-94.79703719999999,0.037007851331420025
558,Texas Seaport Museum,"2200 Wharf Road, Galveston",POINT (-94.7934847 29.3091077),29.3091077,-94.7934847,0.03616830103321807
559,Galveston Trolley Station,"413-499 20th Street, Galveston",POINT (-94.79019939999999 29.3059102),29.3059102,-94.79019939999999,0.04056001424157554
560,Galveston Unscripted Podcast | Audio Tour,"100 20th Street, Galveston",POINT (-94.7908921 29.3087443),29.3087443,-94.7908921,0.03776900295524757
561,Galveston Naval Museum,"100 Seawolf Park Boulevard, Galveston",POINT (-94.7794048 29.3344846),29.3344846,-94.7794048,0.03178866195893944
562,East Beach,"1837 East Beach Street, Galveston",POINT (-94.74760479999999 29.3212194),29.3212194,-94.74760479999999,0.06595166316638636
563,"The San Luis Resort, Spa and Conference Center","5222 Seawall Boulevard, Galveston",POINT (-94.8182391 29.2725405),29.2725405,-94.8182391,0.06890914399051874
564,B. Jiggers Lounge,"5002 Seawall Boulevard, Galveston",POINT (-94.81666829999999 29.27250129999999),29.27250129999999,-94.81666829999999,0.06878984396971154
565,Carlos Cabeza Cigar Shop,"318 27th Street, Galveston",POINT (-94.7984292 29.3044979),29.3044979,-94.7984292,0.03846562662619521
566,23rd Street Station Piano Bar,"1706 23rd Street, Galveston",POINT (-94.7894671 29.29370280000001),29.29370280000001,-94.7894671,0.05178332959751611
567,Sound Bar,"2411 Mechanic Street, Galveston",POINT (-94.7955784 29.3056645),29.3056645,-94.7955784,0.03837708011904229
568,Murphy's Pub,"213-215 22nd Street, Galveston",POINT (-94.7932415 29.3067907),29.3067907,-94.7932415,0.0383368974642246
569,Buckshot Saloon,"2409 Market Street, Galveston",POINT (-94.7952778 29.3047222),29.3047222,-94.7952778,0.03936217739857755
570,Island Pier Club,"1702 Avenue O, Galveston",POINT (-94.78322290000001 29.29581310000001),29.29581310000001,-94.78322290000001,0.05280272904106859
571,"Galveston Island Cigar Lounge, LLC","1813 61st Street, Galveston",POINT (-94.8340441 29.2804928),29.2804928,-94.8340441,0.06493526185012764
572,"Island Spot hookah Bar , Food & smoke shop (Halal)","1017 61st Street, Galveston",POINT (-94.83770000000001 29.28729819999999),29.28729819999999,-94.83770000000001,0.060204181456386015
573,Kemistry,"4927 Broadway Avenue J, Galveston",POINT (-94.8226876 29.2917306),29.2917306,-94.8226876,0.05076569993891303
574,Tea'ze Daiquiris To Go,"4110 Seawall Boulevard, Galveston",POINT (-94.80721539999999 29.2778682),29.2778682,-94.80721539999999,0.06323338247313452
575,Isla Bonita,"4102 Broadway Avenue J, Galveston",POINT (-94.81292669999999 29.2948926),29.2948926,-94.81292669999999,0.04618580582105808
576,Rumors Bar,"3102 Seawall Boulevard, Galveston",POINT (-94.7971187 29.2842203),29.2842203,-94.7971187,0.058353713757857244
577,Maze,"201 26th Street Suite 1, Galveston",POINT (-94.7979105 29.3055559),29.3055559,-94.7979105,0.03763322964043861
578,Bucks Bar,"2409 Market Street, Galveston",POINT (-94.795262 29.304828),29.304828,-94.795262,0.03927078195724288
579,Diana’s Bartique,"2425 The Strand Suite 100, Galveston",POINT (-94.796433 29.30651049999999),29.30651049999999,-94.796433,0.03726797981439497
580,Envy Dance Club,"2413 The Strand Suite A, Galveston",POINT (-94.7960169 29.30645530000001),29.30645530000001,-94.7960169,0.03747808953890427
581,The Rooftop Bar,"2300 Ship Mechanic Row Street, Galveston",POINT (-94.7948095 29.3062164),29.3062164,-94.7948095,0.03817912791809502
582,O'Malley's Stage Door,"2022 Postoffice Street, Galveston",POINT (-94.7909854 29.3053236),29.3053236,-94.7909854,0.04068569020587446
583,Old Cellar Bar,"2013 Postoffice Street, Galveston",POINT (-94.79055849999999 29.3052711),29.3052711,-94.79055849999999,0.040938157202968076
584,"Moody Gardens Hotel, Spa and Convention Center","7 Hope Boulevard, Galveston",POINT (-94.85032249999999 29.2734603),29.2734603,-94.85032249999999,0.07841110502311097
585,LuLu's The Salon & Spa,"5205 Avenue U, Galveston",POINT (-94.81987319999999 29.2742473),29.2742473,-94.81987319999999,0.0674206963854869
586,"Total Balance Health & Wellness By Tonie Wingate, LMT","2829 North Sonny Lane, Galveston",POINT (-94.9055355 29.2372637),29.2372637,-94.9055355,0.14068846407291957
587,"Kristin White, LMT","1015 26th Street, Galveston",POINT (-94.79550619999999 29.2985115),29.2985115,-94.79550619999999,0.045076135597278424
588,La Moda Salon & Day Spa,"523 24th Street #201, Galveston",POINT (-94.7945357 29.3036319),29.3036319,-94.7945357,0.040655590780244805
589,Atmosphere the salon and beyond,"1221 23rd Street, Galveston",POINT (-94.79133449999999 29.2976693),29.2976693,-94.79133449999999,0.04740033200918888
590,Therapeutic Health Works,"2114 Sealy Avenue, Galveston",POINT (-94.790623 29.3016945),29.3016945,-94.790623,0.04406632213971839
591,Mind-Bodyworkers,"4920 Seawall Boulevard, Galveston",POINT (-94.81599849999999 29.2732011),29.2732011,-94.81599849999999,0.06803562421214451
592,Tantalize Tanning Spa,"2218 61st Street, Galveston",POINT (-94.83145739999999 29.27681369999999),29.27681369999999,-94.83145739999999,0.0675309484429077
593,Galveston Holistic Wellness,"3622 85th Street Suite 101, Galveston",POINT (-94.84937750000002 29.2553335),29.2553335,-94.84937750000002,0.09408323954272124
594,Premiere Discreet Aesthetics,"7820 Seawall Boulevard, Galveston",POINT (-94.84344730000001 29.2579455),29.2579455,-94.84344730000001,0.08935951558971926
595,Touch of Thai,"6618 Stewart Road, Galveston",POINT (-94.8367796 29.2736189),29.2736189,-94.8367796,0.07233325791634047
596,Galveston Massage,"2115 61st Street #107, Galveston",POINT (-94.8325366 29.2772877),29.2772877,-94.8325366,0.0674251911408155
597,Studio 3 Salon and Spa,"1021 61st Street Suite 200A, Galveston",POINT (-94.8376015 29.28702989999999),29.28702989999999,-94.8376015,0.06039945726233878
598,So Vein IV Therapy,"2910 53rd Street, Galveston",POINT (-94.8201903 29.2741647),29.2741647,-94.8201903,0.06754718725255619
599,Mind-Body Wellness co-op,"4920 D Seawall Boulevard, Galveston",POINT (-94.81599849999999 29.2732011),29.2732011,-94.81599849999999,0.06803562421214451
600,loonol MASSAGE,"4631 Fort Crockett Boulevard, Galveston",POINT (-94.81318309999999 29.2762274),29.2762274,-94.81318309999999,0.06484291623673318
601,Heavenly Touch Beauty and Wellness Spa,"2002 45th Street, Galveston",POINT (-94.8139963 29.2845508),29.2845508,-94.8139963,0.05657181033416411
602,"Billy Davis, LMT","1721 23rd Street, Galveston",POINT (-94.7898235 29.2931761),29.2931761,-94.7898235,0.05212248614336963
