,Name,Address,Coordinates,Lat,Long,fast_food,user_ratings_total,bakery,cafe,meal_delivery,meal_takeaway,restaurant,food,hours_open,weight
203,Yukio Okutsu Veterans State Home,"1180 Waianuenue Avenue, Hilo",POINT (-155.111971 19.7183653),19.7183653,-155.111971,0,0.009517095523440251,0,1,0,1,0,0,,7.0095170955234405
204,VA Primary Care Clinic,"Kaumana Springs Wilderness, 1285 Waianuenue Avenue # 211, Hilo",POINT (-155.1133522 19.7169153),19.7169153,-155.1133522,0,0.0003524850193866758,0,1,0,1,0,0,,5.952733437400339
205,Neurology Clinic,"1190 Waianuenue Avenue, Hilo",POINT (-155.1128377 19.7178414),19.7178414,-155.1128377,0,0.9999999999999994,0,1,0,1,0,0,,6.505952380952381
206,Ernest Bowen de Silva Elementary School,"278 Ainako Avenue, Hilo",POINT (-155.1146087 19.71058859999999),19.71058859999999,-155.1146087,0,0.0,0,1,0,1,0,0,,5.9523809523809526
207,A-Plus Program,"278 Ainako Avenue, Hilo",POINT (-155.1146087 19.71058859999999),19.71058859999999,-155.1146087,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
208,Kaumana Baptist Keikiland,"388 Kaumana Drive, Hilo",POINT (-155.1104618 19.7087106),19.7087106,-155.1104618,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
209,Sachin Gandhi Rahman,"1292 Waianuenue Avenue, Hilo",POINT (-155.1155741 19.7179262),19.7179262,-155.1155741,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
210,Holmes' Sweet Home Bed and Breakfast,"107 Koula Street, Hilo",POINT (-155.1243839 19.7097013),19.7097013,-155.1243839,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
211,Hilo Hale Near The River,"2007 Waianuenue Avenue, Hilo",POINT (-155.1352344 19.7122841),19.7122841,-155.1352344,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
212,Old Hawaiian Bed & Breakfast,"1492 Wailuku Drive, Hilo",POINT (-155.123277 19.716838),19.716838,-155.123277,0,0.010927035600986953,0,1,0,1,0,0,,7.010927035600987
213,Lopaka's Family Lodge,"1559 Kilikina Street, Hilo",POINT (-155.1249753 19.7120342),19.7120342,-155.1249753,0,0.9999999999999994,0,1,0,1,0,0,,6.75
214,Haleloke B&B,"1597 Haleloke Street, Hilo",POINT (-155.1333842 19.7016961),19.7016961,-155.1333842,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
215,Starts at Home,"1346 Kilikina Street, Hilo",POINT (-155.1225018 19.7135109),19.7135109,-155.1225018,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
216,Hilo Vacation Rental,"15 Aipuni Street, Hilo",POINT (-155.1113553 19.705711),19.705711,-155.1113553,0,0.007402185407120197,0,1,0,1,0,0,,6.00740218540712
217,Ideta Tennis and Pickleball,"945 Kukuau Street, Hilo",POINT (-155.1028635 19.6984828),19.6984828,-155.1028635,0,0.9999999999999994,0,1,0,1,0,0,,6.916666666666667
218,DKICP Pharmacy School,"North Aohoku Place, Hilo",POINT (-155.0893028 19.6980704),19.6980704,-155.0893028,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
219,Haleʻōlelo,"113 Nowelo Street, Hilo",POINT (-155.0854576 19.7000479),19.7000479,-155.0854576,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
220,UHH Softball Field,"430 West Kawili Street, Hilo",POINT (-155.0824661 19.6955039),19.6955039,-155.0824661,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
221,University of Hawaiʻi at Hilo,"200 West Kawili Street, Hilo",POINT (-155.0853594 19.6999095),19.6999095,-155.0853594,0,0.013746915756080365,0,1,0,1,0,0,,5.5196992967084615
222,Institute For Astronomy,"640 North Aohoku Place #209, Hilo",POINT (-155.0900986 19.7035407),19.7035407,-155.0900986,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
223,4-H Youth Development Program,"875 Komohana Street, Hilo",POINT (-155.0899181 19.6962318),19.6962318,-155.0899181,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
224,Daniel K. Inouye College of Pharmacy,"722 South Aohoku Place, Hilo",POINT (-155.0903547 19.69923379999999),19.69923379999999,-155.0903547,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
225,School of Nursing,"200 West Kawili Street Room 243, Hilo",POINT (-155.0815133 19.6996198),19.6996198,-155.0815133,0,0.9999999999999994,0,1,0,1,0,0,,6.535714285714286
226,Kela Ohana Reunion,"54 Pilipaa Street, Hilo",POINT (-155.0642812 19.6935497),19.6935497,-155.0642812,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
227,Shell,"2200 Kinoole Street, Hilo",POINT (-155.0694535 19.6843503),19.6843503,-155.0694535,0,0.0031723651744800835,0,1,0,1,0,1,,8.00317236517448
228,Kagimoto's,"2179 Kinoole Street, Hilo",POINT (-155.0688271 19.684991),19.684991,-155.0688271,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
229,"Minit Stop Hilo - Puainako - Fried Chicken, Convenience Store and Gas Station","26 Kekela Street, Hilo",POINT (-155.0665213 19.6955816),19.6955816,-155.0665213,0,1.0,0,1,0,1,1,1,,11.833333333333334
230,Ohana Foods,"511 West Kawailani Street, Hilo",POINT (-155.0825219 19.6833428),19.6833428,-155.0825219,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
231,76,"56 East Puainako Street, Hilo",POINT (-155.066647 19.694663),19.694663,-155.066647,0,0.015509340853013746,0,1,0,1,0,0,,6.515509340853013
232,Ohana Fuels Hilo Puainako - Gas Station,"26 Kekela Street, Hilo",POINT (-155.0663285 19.695604),19.695604,-155.0663285,0,0.017624250969333805,0,1,0,1,0,0,,6.350957584302667
233,Aloha Petroleum,"2200 Kinoole Street, Hilo",POINT (-155.0694263 19.6843122),19.6843122,-155.0694263,0,0.011632005639760306,0,1,0,1,0,0,,5.964012958020713
234,Waiakea Shell Food Mart,"2200 Kinoole Street A, Hilo",POINT (-155.069566 19.6842192),19.6842192,-155.069566,0,1.0,0,1,0,1,0,0,,6.9523809523809526
235,Cal's Union Services,"56 East Puainako Street, Hilo",POINT (-155.0665059 19.6946533),19.6946533,-155.0665059,0,0.0042298202326401125,0,1,0,1,0,0,,6.50422982023264
236,Hele,"511 West Kawailani Street, Hilo",POINT (-155.082278 19.6834171),19.6834171,-155.082278,0,0.01727176594994713,0,1,0,1,0,0,,6.35060509928328
237,76,"511 West Kawailani Street, Hilo",POINT (-155.0822783 19.6834172),19.6834172,-155.0822783,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
238,Shaka Shak Studios,"128 West Kahaopea Street, Hilo",POINT (-155.0716289 19.6901428),19.6901428,-155.0716289,0,0.00352485019386676,0,1,0,1,0,0,,7.003524850193867
239,Shaka Shak Guest House Hilo Bay,"126 West Kahaopea Street, Hilo",POINT (-155.071496 19.689787),19.689787,-155.071496,0,0.015861825872400426,0,1,0,1,0,0,,7.015861825872401
240,Hotel hilo,"100-122 West Kahaopea Street, Hilo",POINT (-155.0715015 19.6897898),19.6897898,-155.0715015,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
241,Waiakea Elementary School,"180 West Puainako Street, Hilo",POINT (-155.0746393 19.69493869999999),19.69493869999999,-155.0746393,0,0.0,0,1,0,1,0,0,,5.9523809523809526
242,Waiākeawaena Elementary School,"2420 Kilauea Avenue, Hilo",POINT (-155.0681748 19.68317559999999),19.68317559999999,-155.0681748,0,1.0,0,1,0,1,0,0,,6.404761904761905
243,Waiakea High School,"155 West Kawili Street, Hilo",POINT (-155.0771012 19.6984361),19.6984361,-155.0771012,0,0.000704970038773351,0,1,0,1,0,0,,5.953085922419726
244,Waiakea Intermediate School,"200 West Puainako Street, Hilo",POINT (-155.0764353 19.6949689),19.6949689,-155.0764353,0,0.9999999999999999,0,1,0,1,0,0,,8.0
245,Waiakea Special Education,"155 West Kawili Street, Hilo",POINT (-155.0771012 19.6984361),19.6984361,-155.0771012,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
246,Hilo 1 Preschool,"1957A Kinoole Street, Hilo",POINT (-155.0691999 19.691149),19.691149,-155.0691999,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
247,Hilo 2 Early Childhood Educ,"1967 Kinoole Street, Hilo",POINT (-155.069129 19.690911),19.690911,-155.069129,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
248,Joseph G.Andrews Gymnasium,"Kinoole Street, Hilo",POINT (-155.0687805 19.6839207),19.6839207,-155.0687805,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
249,Hilo Campus of The Waipahu Community School for Adults,"155 West Kawili Street, Hilo",POINT (-155.0764187 19.7010805),19.7010805,-155.0764187,0,0.9999999999999994,0,1,0,1,0,0,,6.476190476190476
250,Ken Yamase Memorial Stadium,"MWXG+94, Hilo",POINT (-155.0746875 19.6984375),19.6984375,-155.0746875,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
251,KTA Super Stores - Puainako,"50 East Puainako Street, Hilo",POINT (-155.0668783 19.6942432),19.6942432,-155.0668783,0,0.3098343320408882,1,1,0,1,0,1,,12.601500998707554
252,Sack N Save Puainako,"2100 Kanoelehua Avenue Suite 101, Hilo",POINT (-155.0670067 19.6920361),19.6920361,-155.0670067,0,0.1966866408177652,0,1,0,1,0,1,,9.446686640817765
253,Kaumana Caves Inn,"1245 Kaumana Drive, Hilo",POINT (-155.1234444 19.6916611),19.6916611,-155.1234444,0,0.005639760310186819,0,1,0,1,0,0,,5.958020712691139
254,Yip Ohana Aina,"Kupulau Road, Hilo",POINT (-155.1057383 19.67185),19.67185,-155.1057383,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
255,Hale Aloha Nazarene School,"595 Kupulau Road, Hilo",POINT (-155.1048136 19.6767683),19.6767683,-155.1048136,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
256,Hilo Church of the Nazarene,"595 Kupulau Road, Hilo",POINT (-155.1058974 19.6761316),19.6761316,-155.1058974,0,1.0,0,1,0,1,0,0,,6.9523809523809526
257,LOKAHI SQUARE,"35 Hoaloha Street, Hilo",POINT (-155.1039293 19.6729493),19.6729493,-155.1039293,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
258,CollegeWalk,"2652 Waianuhea Way, Hilo",POINT (-155.0643468 19.6771121),19.6771121,-155.0643468,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
259,Kua O Ka Lā,"345 Makalika Street, Hilo",POINT (-155.0554324 19.6721161),19.6721161,-155.0554324,0,1.0,0,1,0,1,0,0,,6.9523809523809526
260,UHH Panaewa Ag Farm,"Ikaika Street, Hilo",POINT (-155.049874 19.652771),19.652771,-155.049874,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
261,"University of Hawaii at Hilo, experimental ag farm","3551 Kanoelehua Avenue, Hilo",POINT (-155.049533 19.653193),19.653193,-155.049533,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
262,Malulani Ranch,"1261 Country Club Drive, Hilo",POINT (-155.1581807 19.6738698),19.6738698,-155.1581807,0,1.0,0,1,0,1,0,0,,6.75
263,Ainaola Mart,"1142 Ainaola Drive # A, Hilo",POINT (-155.1049445 19.6657922),19.6657922,-155.1049445,0,0.0,0,1,0,1,0,1,,9.214285714285714
264,House of Light,"564 Hoaka Road, Hilo",POINT (-155.128905 19.660885),19.660885,-155.128905,0,0.9999999999999994,0,1,0,1,0,0,,6.476190476190476
265,Agricultural Research Stations,"924 Stainback Highway, Hilo",POINT (-155.0891018 19.6336145),19.6336145,-155.0891018,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
266,Two Ladies Kitchen,"274 Kilauea Ave Hilo, HI 96720",POINT (-155.0843 19.7210425),19.7210425,-155.0843,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
267,Hawaiian Style Cafe Hilo,"681 Manono St Ste 101 Hilo, HI 96720",POINT (-155.069893151522 19.7130187547454),19.7130187547454,-155.069893151522,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
268,Pineapples Island Fresh Cuisine,"332 Keawe St Hilo, HI 96720",POINT (-155.08616 19.72274),19.72274,-155.08616,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
269,Cafe Pesto Hilo Bay,"308 Kamehameha Ave Ste 101 Hilo, HI 96720",POINT (-155.085017 19.723753),19.723753,-155.085017,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
270,Paul's Place,"132 Punahoa St Hilo, HI 96720",POINT (-155.084259033203 19.7226009368896),19.7226009368896,-155.084259033203,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
271,Ken's House Of Pancakes,"1730 Kamehameha Ave Hilo, HI 96720",POINT (-155.064721 19.722272),19.722272,-155.064721,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
272,Suisan Fish Market,"93 Lihiwai St Hilo, HI 96720",POINT (-155.0701728 19.7242201),19.7242201,-155.0701728,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
273,Jackie Rey's Ohana Grill Hilo,"64 Keawe St Hilo, HI 96720",POINT (-155.08826 19.72598),19.72598,-155.08826,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
274,Moon & Turtle,"51 Kalakaua St Hilo, HI 96720",POINT (-155.08712 19.72525),19.72525,-155.08712,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
275,The Booch Bar,"110 Keawe St Hilo, HI 96720",POINT (-155.0878708 19.7254665),19.7254665,-155.0878708,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
276,Kula Shave Ice,"57 Mamo St Hilo, HI 96720",POINT (-155.08487 19.72264),19.72264,-155.08487,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
277,Big Island Top Dogs,"811 Laukapu St Ste 6 Hilo, HI 96720",POINT (-155.067029220193 19.7068837182555),19.7068837182555,-155.067029220193,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
278,Sweet Cane Cafe,"48 Kamana St Hilo, HI 96720",POINT (-155.078019 19.710195),19.710195,-155.078019,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
279,Puka Puka Kitchen,"270 Kamehameha Ave Hilo, HI 96720",POINT (-155.0856824 19.724236),19.724236,-155.0856824,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
280,Dragon Kitchen Sushi,"330 Kamehameha Ave Hilo, HI 96720",POINT (-155.085052490234 19.7235774993896),19.7235774993896,-155.085052490234,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
281,Makani's Magic Pineapple Shack,"54 Waianuenue Ave Hilo, HI 96720",POINT (-155.087520196917 19.7262534986447),19.7262534986447,-155.087520196917,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
282,Da Hawaiian Brain Freeze Shave Ice & Ice Cream,"1263 Kilauea Ave Ste 290 Hilo, HI 96720",POINT (-155.076 19.71016),19.71016,-155.076,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
283,Pana'ewa Rainforest Zoo & Gardens,"800 Stainback Hwy Hilo, HI 96720",POINT (-155.07339 19.6535),19.6535,-155.07339,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
284,Kamana Kitchen,"1235 Kilauea Ave Ste 180 Hilo, HI 96720",POINT (-155.075672920707 19.7107785686731),19.7107785686731,-155.075672920707,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
285,Kawamoto Store,"784 Kilauea Ave Hilo, HI 96720",POINT (-155.07909 19.71627),19.71627,-155.07909,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
286,Cafe 100,"969 Kilauea Ave Hilo, HI 96720",POINT (-155.0772299 19.71427),19.71427,-155.0772299,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
287,Hilo Bay Cafe,"123 Lihiwai St Hilo, HI 96720",POINT (-155.070454 19.725),19.725,-155.070454,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
288,Tetsumen Ramen,"697 Manono St Ste 103 Hilo, HI 96720",POINT (-155.06965 19.71272),19.71272,-155.06965,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
289,Hilo Burger Joint,"776 Kilauea Ave Hilo, HI 96720",POINT (-155.078912749887 19.716491997242),19.716491997242,-155.078912749887,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
290,Vibe,"750 Kanoelehua Ave Ste 101 Hilo, HI 96720",POINT (-155.06469 19.70785),19.70785,-155.06469,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
291,Just Cruisin Coffee,"835 Kilauea Ave Hilo, HI 96720",POINT (-155.078149 19.716162),19.716162,-155.078149,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
292,Sombat's Fresh Thai Cuisine,"88 Kanoelehua Ave Hilo, HI 96720",POINT (-155.06472 19.72164),19.72164,-155.06472,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
293,Moonstruck,"16 Furneaux Ln Hilo, HI 96720",POINT (-155.085698600714 19.7240586379477),19.7240586379477,-155.085698600714,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
294,Restaurant Kenichi,"684 Kilauea Ave Hilo, HI 96720",POINT (-155.08006 19.717235),19.717235,-155.08006,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
295,Rainbow Falls,"967 Waianuenue Ave Hilo, HI 96720",POINT (-155.1086083704575 19.71915380173882),19.71915380173882,-155.10860837045746,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
296,Tina's Garden Cafe,"168 Kamehameha Ave Hilo, HI 96720",POINT (-155.086286114896 19.7254413001025),19.7254413001025,-155.086286114896,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
297,Antics Pizza,"475 Kinoole St Hilo, HI 96720",POINT (-155.085942 19.720587),19.720587,-155.085942,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
298,Saucy Dogs,"14 Furneaux Ln Hilo, HI 96720",POINT (-155.08564987254 19.7240907147264),19.7240907147264,-155.08564987254,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
299,Popover,"399 E Kawili St Ste 102 Hilo, HI 96720",POINT (-155.065444 19.706178),19.706178,-155.065444,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
300,Short n Sweet Bakery & Cafe,"1263 Kilauea Ave Hilo, HI 96720",POINT (-155.0759721 19.71024574328779),19.71024574328779,-155.0759721,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
301,Pho 99,"18 Furneaux Ln Hilo, HI 96720",POINT (-155.085764 19.7241193),19.7241193,-155.085764,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
302,Ratana's,"211 Kilauea Ave Hilo, HI 96720",POINT (-155.0851797 19.7220624),19.7220624,-155.0851797,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
303,Takenoko Sushi,"578 Hinano St Manono Street Marketplace Hilo, HI 96720",POINT (-155.068751852444 19.71275781217702),19.712757812177024,-155.06875185244402,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
304,Kaumana Caves,"Hilo, HI 96720",POINT (-155.130405187617 19.6868513668558),19.6868513668558,-155.130405187617,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
305,Ola Brew - Hilo,"1177 Kilauea Ave Hilo, HI 96720",POINT (-155.07635 19.71218),19.71218,-155.07635,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
306,Pho Viet,"80 Kilauea Ave Hilo, HI 96720",POINT (-155.0865827 19.7227748),19.7227748,-155.0865827,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
307,Scicchitano's Pizzeria,"2100 Kanoelehua Ave Hilo, HI 96720",POINT (-155.06627 19.69016),19.69016,-155.06627,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
308,5-Spice,"2064 Kilauea Ave Hilo, HI 96720",POINT (-155.0669464 19.691641),19.691641,-155.0669464,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
309,Sushi Ebisuya,"179 Kilauea Ave Hilo, HI 96720",POINT (-155.08532 19.72237),19.72237,-155.08532,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
310,Naung Mai Thai Kitchen,"86 Kilauea Ave Hilo, HI 96720",POINT (-155.08672 19.72271),19.72271,-155.08672,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
311,Miyo's Restaurant,"564 Hinano St Hilo, HI 96720",POINT (-155.0687349 19.713009),19.713009,-155.0687349,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
312,Hilo Lunch Shop,"421 Kalanikoa St Hilo, HI 96720",POINT (-155.06652 19.7201),19.7201,-155.06652,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
313,Mohala's Fish and Chips,"50 Waianuenue Ave Hilo, HI 96720",POINT (-155.087487845641 19.7262744088841),19.7262744088841,-155.087487845641,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
314,Hilo Town Tavern,"168 Keawe St Hilo, HI 96720",POINT (-155.087535 19.724778),19.724778,-155.087535,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
315,New Chiang Mai Thai Cuisine,"110 Kalakaua St Hilo, HI 96720",POINT (-155.0879799 19.72537),19.72537,-155.0879799,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
316,The Temple Bar,"64 Keawe St Ste 102 Hilo, HI 96720",POINT (-155.088241 19.725985),19.725985,-155.088241,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
317,Le Yellow Sub,"213 Kalalaniana Ave Hilo, HI 96720",POINT (-155.087936401367 19.7178401947021),19.7178401947021,-155.087936401367,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
318,Wilson's By the Bay,"141 Mamo St Hilo, HI 96720",POINT (-155.0864068 19.7222585),19.7222585,-155.0864068,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
319,Big Island Pearl Tea,"578 Hinano St Ste 104 Hilo, HI 96720",POINT (-155.0687728343239 19.7127448745225),19.712744874522496,-155.06877283432388,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
320,Liliuokalani Gardens,"191 Lihiwai St Hilo, HI 96720",POINT (-155.067476481199 19.7272704541683),19.7272704541683,-155.067476481199,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
321,Nana Carlota's Mexican Food Stand,"161 Kekuanaoa St Hilo, HI 96720",POINT (-155.076181885821 19.7119120406889),19.7119120406889,-155.076181885821,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
322,Nori's Saimin & Snacks,"688 Kinoole St Ste 124 Hilo, HI 96720",POINT (-155.08446 19.71774),19.71774,-155.08446,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
323,Ma'ona Lunch Counter,"16-203 Wiliama Pl Keaau, HI 96749",POINT (-155.044449860711 19.6378098609769),19.6378098609769,-155.044449860711,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
324,Papa'a Palaoa Bakery,"187 Kilauea Ave Hilo, HI 96720",POINT (-155.085308 19.72216),19.72216,-155.085308,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
325,Kuhio Grille,"80 Pauahi St Hilo, HI 96720",POINT (-155.079563 19.720328),19.720328,-155.079563,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
326,Island Naturals Market & Deli,"1221 Kilauea Ave Hilo, HI 96720",POINT (-155.0759136137215 19.71090871197006),19.710908711970063,-155.07591361372147,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
327,Koji's Bento Korner,"52 Ponahawai St Hilo, HI 96720",POINT (-155.0843536 19.7224279),19.7224279,-155.0843536,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
328,King’s Vietnamese Cuisine,"839 Manono St Hilo, HI 96720",POINT (-155.08501 19.723094),19.723094,-155.08501,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
329,Ponds Hilo,"135 Kalanianaole Ave Hilo, HI 96720",POINT (-155.06179 19.72388),19.72388,-155.06179,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
330,Izakaya Miyo,"564 Hinano St Hilo, HI 96720",POINT (-155.06892 19.71304),19.71304,-155.06892,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
331,Lam's Garden,"172 Kilauea Ave Hilo, HI 96720",POINT (-155.085543880924 19.7221113380498),19.7221113380498,-155.085543880924,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
332,Tacos Jalisco,"277 Kekuanaoa St Hilo, HI 96720",POINT (-155.0745291535396 19.71195814005112),19.71195814005112,-155.0745291535396,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
333,Hilo Rice Noodle Soup Restaurant,"1990 Kinoole St Hilo, HI 96720",POINT (-155.0696407 19.6900343),19.6900343,-155.0696407,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
334,Don's Grill,"485 Hinano St Hilo, HI 96720",POINT (-155.06825 19.71534),19.71534,-155.06825,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
335,The Seaside Restaurant and Aqua Farm,"1790 Kalanianaole Ave Hilo, HI 96720",POINT (-155.02864345561 19.73261535448969),19.732615354489692,-155.02864345560997,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
336,Cafe Boba,"810 Piilani St Hilo, HI 96720",POINT (-155.06681 19.71622),19.71622,-155.06681,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
337,Millie's Deli & Snack Shop,"94 Kalanianaole Ave Hilo, HI 96720",POINT (-155.0626218 19.7231927),19.7231927,-155.0626218,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
338,Poke N Sides @ the Hilo Farmers Market,"57 Mamo St Hilo, HI 96720",POINT (-155.08487 19.72264),19.72264,-155.08487,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
339,The Sippin Siren,"88 Kanoelehua Ave Ste A102 Hilo, HI 96720",POINT (-155.06474 19.721526),19.721526,-155.06474,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
340,Ding Tea Hilo,"239 Keawe St Hilo, HI 96720",POINT (-155.086496 19.724),19.724,-155.086496,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
341,Loved by the Sun,"12 Furneaux Ln Hilo, HI 96720",POINT (-155.085634599574 19.7240496317265),19.7240496317265,-155.085634599574,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
342,Nicoco,"185 Kilauea Ave Hilo, HI 96720",POINT (-155.0853187 19.7221681),19.7221681,-155.0853187,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
343,Tamari Japanese Lunch Shop,"22 Furneaux Ln Hilo, HI 96720",POINT (-155.085955560207 19.7238580137491),19.7238580137491,-155.085955560207,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
344,Cronies Bar & Grill,"11 Waianuenue Ave Hilo, HI 96720",POINT (-155.0868397 19.7266042),19.7266042,-155.0868397,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
345,Sugar Coast Candy,"274 Kamehameha Ave Hilo, HI 96720",POINT (-155.0856654 19.724219),19.724219,-155.0856654,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
346,Hiro's Place,"50 E Puainako St Ste 108 KTA Super Stores - Puainako Hilo, HI 96720",POINT (-155.066482 19.692655),19.692655,-155.066482,0,0.9999999999999994,0,1,0,1,0,0,,6.9523809523809526
