yelp_id,Name,image_url,business_status,url,display_phone,user_ratings_total,category,rating,photos,price_level,hours,Latitude,Longitude,hour_type,Address,google_id,business_hours_x,business_hours_text_x,business_hours_y,business_hours_text_y,business_hours,business_hours_text,Name + Address,second_best_match,second_best_score,geometry,hours_open
,Manama Deli Food truck,,OPERATIONAL,,,17,restaurant,4.5,,,,29.174146,-94.9882684,,"17630 Termini-San Luis Pass Road, Galveston",ChIJ8Qm_6JeFP4YRJozbRLClKvo,"[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1830'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1830'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20096:30\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20092:00\u202fPM']","[{'close': {'day': 0, 'time': '1400'}, 'open': {'day': 0, 'time': '0700'}}, {'close': {'day': 1, 'time': '1500'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '1500'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '1500'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '1500'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '1830'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1830'}, 'open': {'day': 6, 'time': '0700'}}]","['Monday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20093:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20096:30\u202fPM', 'Saturday: 7:00\u202fAM\u2009–\u20096:30\u202fPM', 'Sunday: 7:00\u202fAM\u2009–\u20092:00\u202fPM']",,,"Manama Deli Food truck17630 Termini-San Luis Pass Road, Galveston","Cajun Greek2226 61st St Galveston, TX 77551",86,POINT (-94.9882684 29.174146),
,Mango's Beach Club,,OPERATIONAL,,,9,bar,4.3,,,,29.3055559,-94.7979105,,"201 26th Street Suite 3, Galveston",ChIJK9vAssWfP4YR1NkQ--RjN-U,"[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1800'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: Closed', 'Sunday: 12:00\u2009–\u20098:00\u202fPM']","[{'close': {'day': 0, 'time': '2000'}, 'open': {'day': 0, 'time': '1200'}}, {'close': {'day': 5, 'time': '0200'}, 'open': {'day': 4, 'time': '1800'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1800'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Friday: 6:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: Closed', 'Sunday: 12:00\u2009–\u20098:00\u202fPM']",,,"Mango's Beach Club201 26th Street Suite 3, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.7979105 29.3055559),
R0LlggkcnkOTntTOsRsWhA,Marble Slab Creamery,https://s3-media1.fl.yelpcdn.com/bphoto/dWj2fSNUsIveMGPi-ac_PA/o.jpg,OPERATIONAL,https://www.yelp.com/biz/marble-slab-creamery-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 740-1229,54,restaurant,2,"['https://s3-media1.fl.yelpcdn.com/bphoto/dWj2fSNUsIveMGPi-ac_PA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/_0_sbVuQ0KO1B_fkGpC4Rg/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/vyCZZOyDhht_ue0124k1nQ/o.jpg']",$$$,"[{'open': [{'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 4}, {'is_overnight': False, 'start': '1200', 'end': '2300', 'day': 5}, {'is_overnight': False, 'start': '1200', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",29.271826,-94.829839,,,,,,,,,,,GalvestonGalveston,60,POINT (-94.829839 29.271826),
,Marina Bar & Grill,,OPERATIONAL,,,530,bar,4.3,,2.0,,29.3174591,-94.777354,,"715 North Holiday Drive, Galveston",ChIJKc3VDDGeP4YRRLMNWNRD6W4,"[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']","[{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1100'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1100'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1100'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1100'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1100'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '1100'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '1100'}}]","['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']",,,"Marina Bar & Grill715 North Holiday Drive, Galveston","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.777354 29.3174591),
MyiGwHTGJ3Qzq2i1c3bLYQ,Mario's Pizza,https://s3-media1.fl.yelpcdn.com/bphoto/gpJNXE9mLtRzq6Fe88FFgA/o.jpg,OPERATIONAL,https://www.yelp.com/biz/marios-pizza-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 443-5556,219,restaurant,3.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/gpJNXE9mLtRzq6Fe88FFgA/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/LbBUZwxR2KlqE8VOXpgaHA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/LjY_92GGN_YUNF1Bmi177Q/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 1}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 2}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 3}, {'is_overnight': False, 'start': '1700', 'end': '2100', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2100', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",29.2082758,-94.9373606,REGULAR,"13708 Termini-san Luis Pass Rd Galveston, TX 77554",,,,,,,,"Mario's Pizza13708 Termini-san Luis Pass Rd Galveston, TX 77554","Mario's Pizza13708 Termini-San Luis Pass Road, Galveston",90,POINT (-94.9373606 29.2082758),
a2hdPjNsIrcXia7vxQiwDA,Mario's Ristorante,https://s3-media1.fl.yelpcdn.com/bphoto/59t_2J4-ug4sD2sx8eIWSQ/o.jpg,OPERATIONAL,https://www.yelp.com/biz/marios-ristorante-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 744-2975,215,restaurant,3.5,"['https://s3-media1.fl.yelpcdn.com/bphoto/59t_2J4-ug4sD2sx8eIWSQ/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/46vKfWcPBpWEvirEY71SaQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Y_6EK6fP6J0Dvvz7mVwW9A/o.jpg']",$$,"[{'open': [{'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 0}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 1}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 2}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 3}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 4}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 5}, {'is_overnight': False, 'start': '1100', 'end': '2200', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",29.27708,-94.8315,REGULAR,"2202 61st St Galveston, TX 77551",,,,,,,,"Mario's Ristorante2202 61st St Galveston, TX 77551","Tipsy Turtle Seaside Bar & Grill11745 Termini-San Luis Pass Rd Galveston, TX 77554",86,POINT (-94.8315 29.27708),
,MarMo Cafe & Lounge,,OPERATIONAL,,,19,bar,4.8,,,,29.3056002,-94.792103,,"2121 Market Street suite 101, Galveston",ChIJu4TU0gmfP4YRP2msjZEAiWc,"[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200912:00\u202fAM']","[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 2, 'time': '0000'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 3, 'time': '0000'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 6, 'time': '0000'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 0, 'time': '0000'}, 'open': {'day': 6, 'time': '0800'}}]","['Monday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Tuesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Wednesday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Thursday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Friday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Saturday: 8:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 8:00\u202fAM\u2009–\u200912:00\u202fAM']",,,"MarMo Cafe & Lounge2121 Market Street suite 101, Galveston","Lupita2314 45th St Galveston, TX 77550",86,POINT (-94.792103 29.3056002),
Z9rTUNCq8jozE6rw0WqTAg,McDonald's,https://s3-media1.fl.yelpcdn.com/bphoto/Y8fH1Y-PB_FLvQ610eqCLQ/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mcdonalds-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 974-4364,38,restaurant,2,"['https://s3-media1.fl.yelpcdn.com/bphoto/Y8fH1Y-PB_FLvQ610eqCLQ/o.jpg', 'https://s3-media2.fl.yelpcdn.com/bphoto/vEMFUbInO-jIh84RrheR1Q/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/zRJZQGgXd6oYlEmDAZJKkA/o.jpg']",$,"[{'open': [{'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 0}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 1}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 2}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 3}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 4}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 5}, {'is_overnight': True, 'start': '0000', 'end': '0000', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': True}]",29.29090679,-94.82581168,REGULAR,"2601 53rd S Galveston, TX 77551",,,,,,,,"McDonald's2601 53rd S Galveston, TX 77551","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.8258116841316 29.2909067856539),
,Mel's Blueplate & Seafood Express,,OPERATIONAL,,,245,restaurant,4.7,,1.0,,29.2607707,-94.840033,,"7428 Stewart Road, Galveston",ChIJBe5OInieP4YR-yUA0LnXkzc,"[{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']","[{'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '1900'}, 'open': {'day': 6, 'time': '1000'}}]","['Monday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20097:00\u202fPM', 'Sunday: Closed']",,,"Mel's Blueplate & Seafood Express7428 Stewart Road, Galveston","Pho Tai3728 Broadway Galveston, TX 77550",86,POINT (-94.840033 29.2607707),
,Mercadito Y Taqueria Inc,,OPERATIONAL,,,777,restaurant,4.3,,1.0,,29.2959136,-94.8096645,,"3802 Broadway Avenue J, Galveston",ChIJL5ilEHieP4YRJGlExcM8Oac,"[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']","[{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0600'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0600'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0600'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0600'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0600'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0600'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0600'}}]","['Monday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 6:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 6:00\u202fAM\u2009–\u200910:00\u202fPM']",,,"Mercadito Y Taqueria Inc3802 Broadway Avenue J, Galveston","Lupita2314 45th St Galveston, TX 77550",86,POINT (-94.8096645 29.2959136),
jNHUvgGwXttltpxgaZQj2g,Mi Abuelitas,https://s3-media2.fl.yelpcdn.com/bphoto/zi_1VgWsJ4lUD31BpXtDig/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mi-abuelitas-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 497-2290,227,restaurant,3.5,"['https://s3-media2.fl.yelpcdn.com/bphoto/zi_1VgWsJ4lUD31BpXtDig/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/oiW4bMFbr6pUwrNDJapcmQ/o.jpg', 'https://s3-media1.fl.yelpcdn.com/bphoto/QhENV3tc8tcyqn5kWaOXyQ/o.jpg']",$,"[{'open': [{'is_overnight': False, 'start': '0500', 'end': '1400', 'day': 1}, {'is_overnight': False, 'start': '0500', 'end': '1400', 'day': 2}, {'is_overnight': False, 'start': '0500', 'end': '1400', 'day': 3}, {'is_overnight': False, 'start': '0500', 'end': '1400', 'day': 4}, {'is_overnight': False, 'start': '0500', 'end': '1400', 'day': 5}, {'is_overnight': False, 'start': '0500', 'end': '1400', 'day': 6}], 'hours_type': 'REGULAR', 'is_open_now': False}]",29.28662682,-94.81466675,REGULAR,"1728 45th St Galveston, TX 77550",,,,,,,,"Mi Abuelitas1728 45th St Galveston, TX 77550","Sugar Bean Coffee and Cream11 Evia Main Ste 101 Galveston, TX 77554",86,POINT (-94.8146667480469 29.2866268157959),
PLu0375vHCuhv073hIno0w,Midtown Tavern,https://s3-media2.fl.yelpcdn.com/bphoto/D_09dr6PIEtWtUeOmYlxjg/o.jpg,OPERATIONAL,https://www.yelp.com/biz/midtown-tavern-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,(409) 443-5710,7,restaurant,4,"['https://s3-media2.fl.yelpcdn.com/bphoto/D_09dr6PIEtWtUeOmYlxjg/o.jpg', 'https://s3-media3.fl.yelpcdn.com/bphoto/_i5abuHiUG7Tv0GhoRa5EA/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/Gl7rWaHf4AOcyalIt8oMbg/o.jpg']",,,29.27691227,-94.82842727,,"16708 Termini San Luis Pass Rd Galveston, TX 77554",,,,,,,,"Midtown Tavern16708 Termini San Luis Pass Rd Galveston, TX 77554","Little Caesars16708 Termini San Luis Pass Rd Galveston, TX 77554",88,POINT (-94.8284272716748 29.2769122665077),
3Dj-jlGs5aAeCmuUMr5dKA,Mike’s Beach Bar,https://s3-media4.fl.yelpcdn.com/bphoto/_OXHaTVxdUZVeyZ3EhqoVw/o.jpg,OPERATIONAL,https://www.yelp.com/biz/mike-s-beach-bar-galveston?adjust_creative=mBBascM2deXlQ6oZ4QoP9Q&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_lookup&utm_source=mBBascM2deXlQ6oZ4QoP9Q,,4,restaurant,3,"['https://s3-media4.fl.yelpcdn.com/bphoto/_OXHaTVxdUZVeyZ3EhqoVw/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/sCKQyVdfgmL2BchacDuYMQ/o.jpg', 'https://s3-media4.fl.yelpcdn.com/bphoto/TMHD8q6aG3OqhGhbR2yxpA/o.jpg']",,,29.2072832,-94.92959534,,"3802 Cove View Blvd Galveston, TX 77554",,,,,,,,"Mike’s Beach Bar3802 Cove View Blvd Galveston, TX 77554","Terramar BeachGalveston, TX 77554",86,POINT (-94.9295953398374 29.2072832033466),
,Mob Bar,,OPERATIONAL,,,45,bar,4.1,,,,29.3055559,-94.7979105,,"201 26th Street Suite 2, Galveston",ChIJ47q6aO6fP4YRh5lG4hsbg_I,"[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1600'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1600'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 4:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 4:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 4:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 4:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 4:00\u202fPM\u2009–\u200912:00\u202fAM']","[{'close': {'day': 1, 'time': '0000'}, 'open': {'day': 0, 'time': '1600'}}, {'close': {'day': 4, 'time': '0000'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 5, 'time': '0000'}, 'open': {'day': 4, 'time': '1600'}}, {'close': {'day': 6, 'time': '0200'}, 'open': {'day': 5, 'time': '1600'}}, {'close': {'day': 0, 'time': '0200'}, 'open': {'day': 6, 'time': '1600'}}]","['Monday: Closed', 'Tuesday: Closed', 'Wednesday: 4:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 4:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 4:00\u202fPM\u2009–\u20092:00\u202fAM', 'Saturday: 4:00\u202fPM\u2009–\u20092:00\u202fAM', 'Sunday: 4:00\u202fPM\u2009–\u200912:00\u202fAM']",,,"Mob Bar201 26th Street Suite 2, Galveston","Maze201 26th Street Suite 1, Galveston",89,POINT (-94.7979105 29.3055559),
